样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent
290,50,56320.0,材料1,正弦波,0.035026579,2344.433168,2637.6419392847743,12.506595423016734
291,50,56320.0,材料1,正弦波,0.0395484715,3171.45816,2965.4112023677567,-6.49691552709128
292,50,56320.0,材料1,正弦波,0.043974818,4277.388038,3831.911753668071,-10.414680182727182
293,50,56320.0,材料1,正弦波,0.055661208,7514.230322,9104.656899175274,21.165528723798325
294,50,56320.0,材料1,正弦波,0.062590526,9956.432911,10860.868705919676,9.083934005324776
295,50,56320.0,材料1,正弦波,0.0876355554999999,22401.88282,21542.4861790858,-3.836269691344621
296,50,56320.0,材料1,正弦波,0.1233433625,51530.81264,54074.47974424023,4.936206075403026
297,50,56320.0,材料1,正弦波,0.1390479375,69788.57213,69026.2134235927,-1.0923832987830857
298,50,56320.0,材料1,正弦波,0.218375746,220116.1066,220637.8740169263,0.23704190710335987
299,50,56310.0,材料1,正弦波,0.270006115,374065.9706,385077.0059820754,2.9436078786888213
300,50,63020.0,材料1,正弦波,0.0216835165,805.9127383,886.7893220587866,10.035402087003671
301,50,63020.0,材料1,正弦波,0.0248290254999999,1133.209213,1146.8246703893835,1.2014954726090314
302,50,63020.0,材料1,正弦波,0.0278763545,1497.701442,1353.0711580348748,-9.656816766630666
303,50,63020.0,材料1,正弦波,0.03528788,2659.779691,2602.7357056422625,-2.1446883571131723
304,50,63030.0,材料1,正弦波,0.039173857,3616.413798,3513.8663131796343,-2.835612586067391
305,50,63020.0,材料1,正弦波,0.062826405,11494.72838,10458.20497534363,-9.017380579952173
306,50,63020.0,材料1,正弦波,0.0781868885,19243.53155,18821.042423413655,-2.1954864443077984
307,50,63020.0,材料1,正弦波,0.0880534465,25703.58543,27842.642230386893,8.322017199554926
308,50,63020.0,材料1,正弦波,0.0986406125,33873.21869,32513.541830355625,-4.014017304017754
309,50,63020.0,材料1,正弦波,0.1109793615,45187.74242,47603.25962875907,5.34551424655808
310,50,63020.0,材料1,正弦波,0.1241411524999999,59602.37429,56871.10165589069,-4.582489651872067
311,50,63020.0,材料1,正弦波,0.1388663299999999,79323.33333,83316.1722081308,5.033624673234344
312,50,63020.0,材料1,正弦波,0.157511479,108629.5997,114614.93977891128,5.509861120211122
313,50,63020.0,材料1,正弦波,0.196587128,191311.8669,201893.8707924292,5.531284631684916
314,50,63020.0,材料1,正弦波,0.218086208,249461.3838,270470.8327839219,8.421924333092672
315,50,63030.0,材料1,正弦波,0.2707138679999999,427142.3839,430729.654095086,0.839830073132193
316,50,70830.0,材料1,正弦波,0.0218955195,927.258475,955.6527566077608,3.062175474617348
317,50,70830.0,材料1,正弦波,0.0247155365,1243.598131,1267.2634166632374,1.9029688991417
318,50,70830.0,材料1,正弦波,0.0278790915,1716.460317,1570.8270827136332,-8.484509245218211
319,50,70840.0,材料1,正弦波,0.034936074,3092.694422,3327.568587696948,7.594483438976753
320,50,70840.0,材料1,正弦波,0.039103001,4083.403273,3960.456561417224,-3.010888304755886
321,50,70840.0,材料1,正弦波,0.055689152,9807.160843,9676.136732533676,-1.33600450287143
322,50,70840.0,材料1,正弦波,0.0697803284999999,16701.43194,16817.19977831445,0.6931611536684327
323,50,70840.0,材料1,正弦波,0.086994974,28733.10879,27825.68011836456,-3.158129105581687
324,50,70840.0,材料1,正弦波,0.1111011245,52609.57548,59975.49837337041,14.001106882473568
325,50,70840.0,材料1,正弦波,0.2434707609999999,383820.4649,373647.95137687086,-2.650331197368409
326,50,70840.0,材料1,正弦波,0.2754231004999999,522759.9608,527848.3890491732,0.9733775787621903
327,50,79460.0,材料1,正弦波,0.0195815685,778.1715275,901.258782145795,15.817496566757248
328,50,79460.0,材料1,正弦波,0.0220522525,1057.340411,1084.8278745428586,2.5996796544323777
329,50,79470.0,材料1,正弦波,0.0247809349999999,1408.347747,1360.5568788176788,-3.3933996972071148
330,50,79470.0,材料1,正弦波,0.0279560025,1914.446848,1886.1608391555928,-1.4775029598736191
331,50,79460.0,材料1,正弦波,0.031087905,2619.833509,2538.9235169873455,-3.0883638878082076
332,50,79460.0,材料1,正弦波,0.0345981885,3358.272558,3108.778362381488,-7.429242007893991
333,50,79460.0,材料1,正弦波,0.044174195,6196.269592,7091.68105887491,14.450815181298374
334,50,79460.0,材料1,正弦波,0.0498270335,8411.541611,8900.49524756315,5.812889707681316
335,50,79460.0,材料1,正弦波,0.062270163,14671.43686,15748.71817254069,7.342711711337387
336,50,79460.0,材料1,正弦波,0.078293662,25213.52305,26287.47376799007,4.259423468352123
337,50,79460.0,材料1,正弦波,0.0871774009999999,32922.90003,31127.61807061825,-5.452988520895338
338,50,79460.0,材料1,正弦波,0.1105099569999999,59518.79178,61543.67672092771,3.402093490762238
339,50,79460.0,材料1,正弦波,0.125017354,81770.16356,87513.67903135595,7.023974541938589
340,50,79460.0,材料1,正弦波,0.1400682745,109005.8457,106406.7144389828,-2.384396216850967
341,50,79460.0,材料1,正弦波,0.1742215755,191579.1859,177007.87190573744,-7.605896186378236
342,50,79460.0,材料1,正弦波,0.195179427,255525.1192,249998.9277049539,-2.162680331525731
343,50,79460.0,材料1,正弦波,0.2188680345,341579.3928,335027.2766848175,-1.9181824938188905
344,50,89080.0,材料1,正弦波,0.019572113,869.3314017,975.3476639687556,12.195149290758163
345,50,89080.0,材料1,正弦波,0.0221235625,1209.671781,1289.1495470139623,6.570192614418134
346,50,89080.0,材料1,正弦波,0.027676541,2211.8587,2118.8930535672375,-4.203055395571276
347,50,89080.0,材料1,正弦波,0.0310040365,2968.048897,3004.500586683898,1.2281364272920774
348,50,89080.0,材料1,正弦波,0.0349740665,3953.386891,4317.4152113028895,9.208011518721085
349,50,89080.0,材料1,正弦波,0.0441547325,7125.09244,7108.715510777211,-0.22984865615005173
350,50,89080.0,材料1,正弦波,0.0497455265,9613.206009,9803.046541545466,1.9747889764115634
351,50,89080.0,材料1,正弦波,0.055253222,12510.94661,12263.82159036042,-1.975270355978134
352,50,89090.0,材料1,正弦波,0.069688953,21709.11751,22598.79864876977,4.098191178706143
353,50,89080.0,材料1,正弦波,0.0784791385,29302.81562,33726.962938448356,15.098028038741603
354,50,89080.0,材料1,正弦波,0.0988845784999999,52515.80528,57251.30611801045,9.01728691536204
355,50,89080.0,材料1,正弦波,0.1114241155,71214.73311,69717.78630034266,-2.1020184227119403
356,50,89090.0,材料1,正弦波,0.1251162715,95692.06829,105490.9134828168,10.239976382494813
357,50,89090.0,材料1,正弦波,0.1540881895,164004.0721,167995.59266477925,2.433793572116592
358,50,89080.0,材料1,正弦波,0.173895841,222966.1134,216141.6186254448,-3.060776667130623
359,50,89090.0,材料1,正弦波,0.1950362065,299341.3213,307678.1065804223,2.7850432557111544
360,50,99950.0,材料1,正弦波,0.0196216655,993.1452072,1069.0272428995222,7.640578150042978
361,50,99950.0,材料1,正弦波,0.022070757,1358.636001,1211.236303590341,-10.8490940399907
362,50,99960.0,材料1,正弦波,0.0247222689999999,1896.952399,1979.0079346284483,4.325650747573044
363,50,99950.0,材料1,正弦波,0.0276792085,2514.323963,2506.316163248117,-0.31848719058176855
364,50,99950.0,材料1,正弦波,0.034955729,4450.983841,3986.890953160138,-10.426748431771315
365,50,99950.0,材料1,正弦波,0.0392812669999999,6016.132491,5986.901971231643,-0.4858689500619448
366,50,99950.0,材料1,正弦波,0.0443230425,8213.583988,7836.270584293739,-4.593773001621627
367,50,99950.0,材料1,正弦波,0.049208666,10691.6548,10238.45726999373,-4.2387968792844815
368,50,99950.0,材料1,正弦波,0.0551327185,14180.43445,14239.892652132085,0.4192974646985086
369,50,99950.0,材料1,正弦波,0.0621528135,19258.68453,20690.265825981936,7.433432401636302
370,50,99950.0,材料1,正弦波,0.069534018,24954.9899,25635.85121344497,2.728357399355107
371,50,99950.0,材料1,正弦波,0.0784206325,33773.96405,37545.76224377597,11.167768723245173
372,50,99950.0,材料1,正弦波,0.0878309375,45016.12152,43715.460926764245,-2.8893217570018592
373,50,99950.0,材料1,正弦波,0.0992003774999999,61682.11388,61907.58138505759,0.36553141725367494
374,50,99950.0,材料1,正弦波,0.111115749,82409.82889,85774.94258292465,4.083388763513112
375,50,99950.0,材料1,正弦波,0.137886268,145360.8569,159504.92653519352,9.730315256000326
376,50,99950.0,材料1,正弦波,0.1554272775,196926.3359,197845.27526065236,0.46664117140685185
377,50,99950.0,材料1,正弦波,0.173277967,259939.8297,250997.7013491223,-3.4400762519533563
378,50,99950.0,材料1,正弦波,0.195669219,355880.6652,366033.35979519854,2.852836804014874
379,50,99950.0,材料1,正弦波,0.220080642,479177.7654,502680.8475046566,4.904877438342137
380,50,99950.0,材料1,正弦波,0.2418362359999999,619685.956,636761.4085138255,2.755500967626495
381,50,99950.0,材料1,正弦波,0.2707155055,821036.215,769209.9465780575,-6.31229992966175
382,50,112160.0,材料1,正弦波,0.0166455755,739.8215625,900.404252436774,21.705597413805293
383,50,112160.0,材料1,正弦波,0.0175327269999999,835.4853336,904.462751218288,8.255969894896067
384,50,112160.0,材料1,正弦波,0.0197630484999999,1143.163558,1216.2271283955083,6.3913488043071744
385,50,112160.0,材料1,正弦波,0.024537799,2098.810441,1984.5188291900329,-5.445542369015078
386,50,112170.0,材料1,正弦波,0.027617147,2838.707823,2498.1631164916976,-11.99646908882678
387,50,112170.0,材料1,正弦波,0.035101465,5186.650045,5019.325437784587,-3.2260631768807406
388,50,112170.0,材料1,正弦波,0.039494407,7059.64503,7628.272745161322,8.05462190726213
389,50,112150.0,材料1,正弦波,0.0490957155,12269.25192,12691.450186419794,3.4411084650692625
390,50,112160.0,材料1,正弦波,0.055295333,16543.32032,15852.7986459221,-4.174021059382472
391,50,112160.0,材料1,正弦波,0.0619445879999999,22183.00785,21022.0542899136,-5.233526345645683
392,50,112160.0,材料1,正弦波,0.0698370339999999,29349.51758,29032.621128547824,-1.0797330844992232
393,50,112160.0,材料1,正弦波,0.0782737219999999,39278.81673,40772.134445495714,3.8018398715029615
394,50,112160.0,材料1,正弦波,0.0885591685,54053.59161,68308.21377795296,26.3712766226543
395,50,112160.0,材料1,正弦波,0.0991136795,72281.36189,78673.76839659683,8.843782601004381
396,50,112160.0,材料1,正弦波,0.110950284,98510.8538,97679.04923699016,-0.8443785947674275
397,50,112160.0,材料1,正弦波,0.123450845,129520.7229,147966.45282775437,14.24152793062768
398,50,112160.0,材料1,正弦波,0.1746478595,314222.2027,301209.38382895855,-4.141279247369196
399,50,112160.0,材料1,正弦波,0.242088871,733865.3511,746656.2737043594,1.7429522439214469
400,50,112160.0,材料1,正弦波,0.271200752,968499.8293,967222.901738928,-0.13184592525894978
401,50,125850.0,材料1,正弦波,0.017337483,951.481771,921.244698758747,-3.177892962623351
402,50,125850.0,材料1,正弦波,0.017516983,983.3822228,980.3776788924376,-0.3055316476036645
403,50,125860.0,材料1,正弦波,0.02177115,1817.624491,1798.7700547424265,-1.0373119613501909
404,50,125860.0,材料1,正弦波,0.0276957345,3326.960389,3230.613572034513,-2.8959412106029454
405,50,125860.0,材料1,正弦波,0.0312246275,4543.843552,4471.686030365778,-1.5880283026571635
406,50,125860.0,材料1,正弦波,0.035165125,6062.379548,5518.354620383586,-8.973785347964395
407,50,125860.0,材料1,正弦波,0.0389098155,7868.949799,7306.3230479676895,-7.149959847295126
408,50,125860.0,材料1,正弦波,0.0492631934999999,14409.12046,13410.316888804518,-6.9317455841123685
409,50,125860.0,材料1,正弦波,0.055116566,19296.03239,19096.436197497693,-1.0343898085792316
410,50,125860.0,材料1,正弦波,0.0787846965,47211.21881,46915.28775903826,-0.6268235779989076
411,50,125850.0,材料1,正弦波,0.0988557515,87351.97459,88514.41251363343,1.330751742120905
412,50,125860.0,材料1,正弦波,0.1100518985,114483.3823,118456.71974887242,3.4706674183161534
413,50,125860.0,材料1,正弦波,0.1387499844999999,207436.5315,216150.3899465937,4.2007347421318055
414,50,125860.0,材料1,正弦波,0.1561774305,280098.7363,292603.91896874685,4.464562330389513
415,50,125860.0,材料1,正弦波,0.175066846,375312.9687,356749.89805744163,-4.946024302559197
416,50,125850.0,材料1,正弦波,0.2173602285,664504.626,638772.4391160515,-3.872386417961296
417,50,125860.0,材料1,正弦波,0.2444813954999999,888278.957,879864.0275542929,-0.9473295949874813
418,50,141260.0,材料1,正弦波,0.015743471,891.0644612,912.6063423796188,2.417544646613814
419,50,141270.0,材料1,正弦波,0.0155999855,861.0731092,929.7341900238148,7.973896767906965
420,50,141270.0,材料1,正弦波,0.017406861,1195.612953,1206.836284067247,0.9387093907845145
421,50,141260.0,材料1,正弦波,0.0246891,2898.435212,3127.872625438845,7.915906227226892
422,50,141260.0,材料1,正弦波,0.031353851,5406.004941,5826.557246855031,7.779354818296507
423,50,141270.0,材料1,正弦波,0.0348069685,6943.519876,6929.580172884457,-0.2007584534138824
424,50,141260.0,材料1,正弦波,0.0388308385,9229.404894,9100.555913625749,-1.396070297641993
425,50,141260.0,材料1,正弦波,0.043773015,12557.26737,11704.082415484398,-6.794352062248094
426,50,141260.0,材料1,正弦波,0.049181761,17064.0813,18062.618478702778,5.851690232528229
427,50,141260.0,材料1,正弦波,0.0620884374999999,31020.95035,29426.07677363341,-5.14127890465029
428,50,141260.0,材料1,正弦波,0.1234755485,183833.8566,198633.19779787175,8.05038934154186
429,50,141260.0,材料1,正弦波,0.1395095975,251465.9823,265734.7598252704,5.674237682076487
430,50,141260.0,材料1,正弦波,0.155544599,331266.0538,347190.08505443885,4.807021749367927
431,50,141260.0,材料1,正弦波,0.174466849,454595.3958,463518.48089734255,1.9628630601591666
432,50,141260.0,材料1,正弦波,0.1935754865,590803.9623,618283.8661180682,4.651272769242937
433,50,141260.0,材料1,正弦波,0.2177778195,792323.5259,784576.0705453892,-0.9778146301803262
434,50,158500.0,材料1,正弦波,0.0142288344999999,811.244311,887.3825373067432,9.385363357789162
435,50,158500.0,材料1,正弦波,0.0139494239999999,777.0210248,825.4561117820155,6.2334332580617575
436,50,158500.0,材料1,正弦波,0.015463635,1078.913049,1057.5912953951872,-1.9762253894857456
437,50,158500.0,材料1,正弦波,0.017423209,1443.438183,1492.5609881835337,3.4031803898548896
438,50,158500.0,材料1,正弦波,0.022030439,2618.379464,2636.264372655036,0.6830525865687058
439,50,158500.0,材料1,正弦波,0.0247778735,3531.156728,3653.8402038228314,3.4743140923206144
440,50,158500.0,材料1,正弦波,0.0309665625,6286.854328,6426.66841371634,2.2239116483683192
441,50,158500.0,材料1,正弦波,0.034604428,8263.579464,8511.32819056702,2.998080040814367
442,50,158500.0,材料1,正弦波,0.03865597,10938.67761,10311.815198245124,-5.730696470858665
443,50,158500.0,材料1,正弦波,0.043757019,15114.43125,15581.842916343168,3.092485973252673
444,50,158510.0,材料1,正弦波,0.0619781745,37383.75204,35868.543947027945,-4.053119364131258
445,50,158500.0,材料1,正弦波,0.070214904,50514.39404,54765.453277664725,8.415540398838615
446,50,158510.0,材料1,正弦波,0.078613057,70153.48663,73565.01126579227,4.862943810312901
447,50,158500.0,材料1,正弦波,0.087000396,90902.25109,96351.42051978968,5.9945373898327245
448,50,158500.0,材料1,正弦波,0.098444883,124490.291,138763.77629390708,11.465540950424066
449,50,158500.0,材料1,正弦波,0.1099140225,164612.2355,167568.05692965875,1.795626807861885
450,50,158500.0,材料1,正弦波,0.1388114305,299771.0466,292663.39897357684,-2.371025389889392
451,50,158500.0,材料1,正弦波,0.1936818975,708203.9434,738040.1663303857,4.21294221931972
452,50,177820.0,材料1,正弦波,0.0144167705,1059.696965,1296.467957067454,22.343273585524894
453,50,177830.0,材料1,正弦波,0.0154889895,1306.918875,1466.6599760094043,12.2227250723121
454,50,177820.0,材料1,正弦波,0.017435622,1778.998935,1835.428700057576,3.171995437848639
455,50,177820.0,材料1,正弦波,0.019533525,2370.689654,2576.3931173704204,8.676946095552525
456,50,177820.0,材料1,正弦波,0.0220335215,3203.167708,3314.7052023678593,3.48209973799659
457,50,177820.0,材料1,正弦波,0.024767736,4344.275323,4548.047194739792,4.69058373581798
458,50,177820.0,材料1,正弦波,0.0309110189999999,7607.319762,8113.962232980312,6.6599339429780136
459,50,177820.0,材料1,正弦波,0.0439317815,18611.75563,17929.44875505918,-3.6659995354818626
460,50,177820.0,材料1,正弦波,0.0492254275,24998.50716,24062.558355536537,-3.7440187866940757
461,50,177820.0,材料1,正弦波,0.05560498,34254.35616,32244.66434966837,-5.8669671119915
462,50,177820.0,材料1,正弦波,0.0624705415,46303.52633,47134.826596898856,1.79532820237982
463,50,177820.0,材料1,正弦波,0.0699117545,63079.5044,61365.48852084951,-2.717231049060822
464,50,177820.0,材料1,正弦波,0.07760728,82386.03548,82623.88214114954,0.28869778690501285
465,50,177820.0,材料1,正弦波,0.0980807225,149715.0746,173306.8640185897,15.757791579519209
466,50,177820.0,材料1,正弦波,0.124411185,275143.6946,300441.21224496124,9.194293069931485
467,50,177820.0,材料1,正弦波,0.1390329105,373207.7538,363868.67708763434,-2.5023801400895946
468,50,177820.0,材料1,正弦波,0.154322495,483004.2226,488809.05741443054,1.2018186472953134
