split,eventid,gname
train_2015,201508190027,Houthi extremists (Ansar Allah)
train_2015,201508200001,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201508200002,Hadramawt Province of the Islamic State
train_2015,201508210027,Al-Shabaab
train_2015,201508220011,Al-Shabaab
train_2015,201508220025,Khorasan Chapter of the Islamic State
train_2015,201508220029,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201508230021,Sinai Province of the Islamic State
train_2015,201508230047,Kurdistan Workers' Party (PKK)
train_2015,201508240023,Baloch Liberation Front (BLF)
train_2015,201508240026,Halqa-e-Mehsud
train_2015,201508250003,Baloch Liberation Front (BLF)
train_2015,201508250011,Halqa-e-Mehsud
train_2015,201508250044,Sinai Province of the Islamic State
train_2015,201508260036,Sinai Province of the Islamic State
train_2015,201508260044,Al-Shabaab
train_2015,201508260048,Halqa-e-Mehsud
train_2015,201508260091,Houthi extremists (Ansar Allah)
train_2015,201508270004,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201508290009,Sanaa Province of the Islamic State
train_2015,201508290031,Halqa-e-Mehsud
train_2015,201508300001,Baloch Liberation Army (BLA)
train_2015,201508310040,Khorasan Chapter of the Islamic State
train_2015,201508310068,Paraguayan People's Army (EPP)
train_2015,201509010003,Baloch Liberation Front (BLF)
train_2015,201509010013,Al-Shabaab
train_2015,201509010014,Al-Shabaab
train_2015,201509010015,Al-Shabaab
train_2015,201509010034,Kurdistan Workers' Party (PKK)
train_2015,201509020023,Sanaa Province of the Islamic State
train_2015,201509020024,Sanaa Province of the Islamic State
train_2015,201509040031,Houthi extremists (Ansar Allah)
train_2015,201509040035,Al-Shabaab
train_2015,201509040038,Al-Nusrah Front
train_2015,201509040039,Al-Nusrah Front
train_2015,201509040065,Bangsamoro Islamic Freedom Movement (BIFM)
train_2015,201509040072,Paraguayan People's Army (EPP)
train_2015,201509050056,Sinai Province of the Islamic State
train_2015,201509050067,Al-Shabaab
train_2015,201509060014,Kurdistan Workers' Party (PKK)
train_2015,201509070025,Sinai Province of the Islamic State
train_2015,201509070050,Al-Nusrah Front
train_2015,201509070051,Barqa Province of the Islamic State
train_2015,201509080012,Kurdistan Workers' Party (PKK)
train_2015,201509080039,Al-Shabaab
train_2015,201509100002,Khorasan Chapter of the Islamic State
train_2015,201509100063,Kurdistan Workers' Party (PKK)
train_2015,201509100064,Al-Nusrah Front
train_2015,201509110027,Sinai Province of the Islamic State
train_2015,201509120013,Khorasan Chapter of the Islamic State
train_2015,201509120014,Baloch Liberation Front (BLF)
train_2015,201509120023,Baloch Liberation Front (BLF)
train_2015,201509130001,United Baloch Army (UBA)
train_2015,201509130029,Al-Shabaab
train_2015,201509130032,New People's Army (NPA)
train_2015,201509130037,Halqa-e-Mehsud
train_2015,201509130062,Sudan People's Liberation Movement in Opposition (SPLM-IO)
train_2015,201509140013,Baloch Liberation Front (BLF)
train_2015,201509140051,Al-Shabaab
train_2015,201509140071,Hindu Morcha Nepal
train_2015,201509140072,Hindu Morcha Nepal
train_2015,201509140073,Hindu Morcha Nepal
train_2015,201509150059,Hindu Morcha Nepal
train_2015,201509160001,Al-Shabaab
train_2015,201509160004,Sinai Province of the Islamic State
train_2015,201509160034,Al-Shabaab
train_2015,201509170035,Al-Shabaab
train_2015,201509170042,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201509170045,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201509180004,Abu Sayyaf Group (ASG)
train_2015,201509180005,Baloch Liberation Front (BLF)
train_2015,201509180034,Al-Shabaab
train_2015,201509180038,Baloch Liberation Army (BLA)
train_2015,201509190003,Baloch Liberation Front (BLF)
train_2015,201509190023,Al-Shabaab
train_2015,201509190025,Al-Shabaab
train_2015,201509190028,Al-Shabaab
train_2015,201509190068,Houthi extremists (Ansar Allah)
train_2015,201509190105,Houthi extremists (Ansar Allah)
train_2015,201509200004,Islamic State in Egypt
train_2015,201509200005,Sinai Province of the Islamic State
train_2015,201509210003,Al-Shabaab
train_2015,201509220045,Al-Shabaab
train_2015,201509230039,Khorasan Chapter of the Islamic State
train_2015,201509230062,Paraguayan People's Army (EPP)
train_2015,201509240001,Sanaa Province of the Islamic State
train_2015,201509240002,Sanaa Province of the Islamic State
train_2015,201509240007,Baloch Liberation Army (BLA)
train_2015,201509260003,Sinai Province of the Islamic State
train_2015,201509260005,Khorasan Chapter of the Islamic State
train_2015,201509270015,Khorasan Chapter of the Islamic State
train_2015,201509270016,Khorasan Chapter of the Islamic State
train_2015,201509270017,Khorasan Chapter of the Islamic State
train_2015,201509270018,Khorasan Chapter of the Islamic State
train_2015,201509270019,Khorasan Chapter of the Islamic State
train_2015,201509270020,Khorasan Chapter of the Islamic State
train_2015,201509270021,Khorasan Chapter of the Islamic State
train_2015,201509270022,Khorasan Chapter of the Islamic State
train_2015,201509270023,Khorasan Chapter of the Islamic State
train_2015,201509270024,Khorasan Chapter of the Islamic State
train_2015,201509280003,Baloch Liberation Front (BLF)
train_2015,201509280008,Kurdistan Workers' Party (PKK)
train_2015,201509280017,Kurdistan Workers' Party (PKK)
train_2015,201509290033,Khorasan Chapter of the Islamic State
train_2015,201509290034,Khorasan Chapter of the Islamic State
train_2015,201509290035,Khorasan Chapter of the Islamic State
train_2015,201509290036,Khorasan Chapter of the Islamic State
train_2015,201509300004,New People's Army (NPA)
train_2015,201510010044,Al-Shabaab
train_2015,201510010073,Sinai Province of the Islamic State
train_2015,201510020015,Boko Haram
train_2015,201510020016,Boko Haram
train_2015,201510020017,Boko Haram
train_2015,201510030012,Sinai Province of the Islamic State
train_2015,201510030034,Al-Shabaab
train_2015,201510040037,Barqa Province of the Islamic State
train_2015,201510040039,Barqa Province of the Islamic State
train_2015,201510040054,Al-Shabaab
train_2015,201510040056,Khorasan Chapter of the Islamic State
train_2015,201510040062,Khorasan Chapter of the Islamic State
train_2015,201510060020,Sanaa Province of the Islamic State
train_2015,201510060033,Khorasan Chapter of the Islamic State
train_2015,201510060041,Sinai Province of the Islamic State
train_2015,201510070015,Al-Shabaab
train_2015,201510070044,Al-Shabaab
train_2015,201510090002,Khorasan Chapter of the Islamic State
train_2015,201510100018,Khorasan Chapter of the Islamic State
train_2015,201510100019,Khorasan Chapter of the Islamic State
train_2015,201510110036,Khorasan Chapter of the Islamic State
train_2015,201510110038,Sinai Province of the Islamic State
train_2015,201510120027,Barqa Province of the Islamic State
train_2015,201510140009,Tehrik al-Mojahedin
train_2015,201510140018,Sinai Province of the Islamic State
train_2015,201510140019,Al-Shabaab
train_2015,201510150014,The New Irish Republican Army
train_2015,201510150016,Sinai Province of the Islamic State
train_2015,201510150033,Khorasan Chapter of the Islamic State
train_2015,201510160029,Al-Shabaab
train_2015,201510160051,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201510170002,Barqa Province of the Islamic State
train_2015,201510170048,Khorasan Chapter of the Islamic State
train_2015,201510170078,The New Irish Republican Army
train_2015,201510180003,Barqa Province of the Islamic State
train_2015,201510180047,United Baloch Army (UBA)
train_2015,201510180048,United Baloch Army (UBA)
train_2015,201510180049,United Baloch Army (UBA)
train_2015,201510180066,Khorasan Chapter of the Islamic State
train_2015,201510180078,Sinai Province of the Islamic State
train_2015,201510190002,New People's Army (NPA)
train_2015,201510190004,Barqa Province of the Islamic State
train_2015,201510190006,Baloch Liberation Army (BLA)
train_2015,201510200002,United Baloch Army (UBA)
train_2015,201510200011,Khorasan Chapter of the Islamic State
train_2015,201510210001,Sinai Province of the Islamic State
train_2015,201510220001,Lashkar-e-Jhangvi
train_2015,201510220004,Khorasan Chapter of the Islamic State
train_2015,201510230004,Lashkar-e-Jhangvi
train_2015,201510230005,Sinai Province of the Islamic State
train_2015,201510230006,Islamic State in Egypt
train_2015,201510240003,Sinai Province of the Islamic State
train_2015,201510240067,Al-Shabaab
train_2015,201510250016,United National Liberation Front (UNLF)
train_2015,201510260001,Hijaz Province of the Islamic State
train_2015,201510260042,Adan-Abyan Province of the Islamic State
train_2015,201510260044,Sinai Province of the Islamic State
train_2015,201510270005,Sinai Province of the Islamic State
train_2015,201510270040,Garo National Liberation Army
train_2015,201510280001,Barqa Province of the Islamic State
train_2015,201510280003,New People's Army (NPA)
train_2015,201510290002,Barqa Province of the Islamic State
train_2015,201510290007,Baloch Liberation Army (BLA)
train_2015,201510300021,Al-Shabaab
train_2015,201510300022,Sinai Province of the Islamic State
train_2015,201510300026,Khorasan Chapter of the Islamic State
train_2015,201510300031,Khorasan Chapter of the Islamic State
train_2015,201510310001,Sinai Province of the Islamic State
train_2015,201510310014,Al-Shabaab
train_2015,201510310015,Al-Shabaab
train_2015,201510310032,Adan-Abyan Province of the Islamic State
train_2015,201510310033,Adan-Abyan Province of the Islamic State
train_2015,201511010010,Al-Shabaab
train_2015,201511010014,United Baloch Army (UBA)
train_2015,201511010029,United National Liberation Front (UNLF)
train_2015,201511020013,Al-Shabaab
train_2015,201511030007,Khorasan Chapter of the Islamic State
train_2015,201511030031,Al-Shabaab
train_2015,201511040001,Sinai Province of the Islamic State
train_2015,201511040007,Jaish-e-Islam
train_2015,201511050013,Barqa Province of the Islamic State
train_2015,201511060004,Lashkar-e-Balochistan
train_2015,201511060005,Jaish-e-Islam
train_2015,201511070001,Jaish-e-Islam
train_2015,201511070011,Al-Shabaab
train_2015,201511080028,Khorasan Chapter of the Islamic State
train_2015,201511080073,Islamic State in Bangladesh
train_2015,201511090009,Khorasan Chapter of the Islamic State
train_2015,201511090012,Al-Shabaab
train_2015,201511100039,Oglaigh na hEireann
train_2015,201511110006,Al-Shabaab
train_2015,201511110007,Al-Shabaab
train_2015,201511110036,Sinai Province of the Islamic State
train_2015,201511120006,Baloch Liberation Front (BLF)
train_2015,201511120015,Barqa Province of the Islamic State
train_2015,201511130048,Al-Shabaab
train_2015,201511130074,The New Irish Republican Army
train_2015,201511140012,Baloch Liberation Front (BLF)
train_2015,201511140013,Baloch Liberation Army (BLA)
train_2015,201511140016,Al-Shabaab
train_2015,201511140017,Al-Shabaab
train_2015,201511140055,Houthi extremists (Ansar Allah)
train_2015,201511140056,Houthi extremists (Ansar Allah)
train_2015,201511140057,Houthi extremists (Ansar Allah)
train_2015,201511140058,Houthi extremists (Ansar Allah)
train_2015,201511150025,Baloch Liberation Front (BLF)
train_2015,201511150026,Baloch Liberation Front (BLF)
train_2015,201511150041,Baloch Liberation Front (BLF)
train_2015,201511150069,New People's Army (NPA)
train_2015,201511150070,New People's Army (NPA)
train_2015,201511160002,Al-Shabaab
train_2015,201511160004,Baloch Liberation Front (BLF)
train_2015,201511160005,Barqa Province of the Islamic State
train_2015,201511170021,United National Liberation Front (UNLF)
train_2015,201511170071,New People's Army (NPA)
train_2015,201511170072,New People's Army (NPA)
train_2015,201511170073,New People's Army (NPA)
train_2015,201511170074,New People's Army (NPA)
train_2015,201511170075,United Democratic Madhesi Front (UDMF)
train_2015,201511170076,United Democratic Madhesi Front (UDMF)
train_2015,201511170085,Paraguayan People's Army (EPP)
train_2015,201511180001,Al-Shabaab
train_2015,201511180012,New People's Army (NPA)
train_2015,201511180069,Al-Shabaab
train_2015,201511190018,Baloch Liberation Front (BLF)
train_2015,201511190044,United Democratic Madhesi Front (UDMF)
train_2015,201511190045,United Democratic Madhesi Front (UDMF)
train_2015,201511200015,Tehrik al-Mojahedin
train_2015,201511200016,Khorasan Chapter of the Islamic State
train_2015,201511210007,Baloch Liberation Front (BLF)
train_2015,201511210008,Baloch Liberation Army (BLA)
train_2015,201511210045,Baloch Liberation Army (BLA)
train_2015,201511210046,Baloch Liberation Army (BLA)
train_2015,201511210047,Baloch Liberation Army (BLA)
train_2015,201511210049,Al-Shabaab
train_2015,201511220001,Halqa-e-Mehsud
train_2015,201511220070,Al-Shabaab
train_2015,201511230002,Sinai Province of the Islamic State
train_2015,201511230021,Al-Shabaab
train_2015,201511230024,New People's Army (NPA)
train_2015,201511230057,Sinai Province of the Islamic State
train_2015,201511240003,Sinai Province of the Islamic State
train_2015,201511240004,Sinai Province of the Islamic State
train_2015,201511240050,Oglaigh na hEireann
train_2015,201511260021,The New Irish Republican Army
train_2015,201511260025,Khorasan Chapter of the Islamic State
train_2015,201511260029,Al-Shabaab
train_2015,201511270029,Boko Haram
train_2015,201511280001,United Baloch Army (UBA)
train_2015,201511280017,Sinai Province of the Islamic State
train_2015,201511280018,Ansar al-Dine (Mali)
train_2015,201511280036,Kurdistan Workers' Party (PKK)
train_2015,201511280053,United Baloch Army (UBA)
train_2015,201511300028,Al-Shabaab
train_2015,201511300036,Oglaigh na hEireann
train_2015,201511300038,United Liberation Front of Assam (ULFA)
train_2015,201511300053,New People's Army (NPA)
train_2015,201512010053,New People's Army (NPA)
train_2015,201512020052,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201512020053,Al-Qaida in the Arabian Peninsula (AQAP)
train_2015,201512030030,Revolutionary Armed Forces of Colombia (FARC)
train_2015,201512030031,Al-Shabaab
train_2015,201512040050,Khorasan Chapter of the Islamic State
train_2015,201512060019,Sinai Province of the Islamic State
train_2015,201512060020,Al-Shabaab
train_2015,201512060029,United National Liberation Front (UNLF)
train_2015,201512070023,Khorasan Chapter of the Islamic State
train_2015,201512080023,Sinai Province of the Islamic State
train_2015,201512080026,Baloch Liberation Front (BLF)
train_2015,201512080028,Al-Shabaab
train_2015,201512090026,Sinai Province of the Islamic State
train_2015,201512100013,Al-Shabaab
train_2015,201512100023,Al-Shabaab
train_2015,201512120036,Sinai Province of the Islamic State
train_2015,201512120049,Al-Shabaab
train_2015,201512130028,Al-Shabaab
train_2015,201512130029,Baloch Liberation Front (BLF)
train_2015,201512140018,Al-Shabaab
train_2015,201512140019,Al-Shabaab
train_2015,201512140035,Houthi extremists (Ansar Allah)
train_2015,201512150009,New People's Army (NPA)
train_2015,201512150063,Sinai Province of the Islamic State
train_2015,201512160024,Al-Shabaab
train_2015,201512170001,Baloch Liberation Front (BLF)
train_2015,201512170027,Sinai Province of the Islamic State
train_2015,201512180016,Al-Shabaab
train_2015,201512180022,Algeria Province of the Islamic State
train_2015,201512180028,Khorasan Chapter of the Islamic State
train_2015,201512190015,Baloch Liberation Front (BLF)
train_2015,201512190016,Al-Shabaab
train_2015,201512190017,Al-Shabaab
train_2015,201512190018,Al-Shabaab
train_2015,201512200012,Al-Shabaab
train_2015,201512200015,Sinai Province of the Islamic State
train_2015,201512200037,Houthi extremists (Ansar Allah)
train_2015,201512210026,Al-Shabaab
train_2015,201512210027,Al-Shabaab
train_2015,201512210028,Al-Shabaab
train_2015,201512210039,Baloch Liberation Army (BLA)
