年份,轮次,处理,日期,植物种名,植物群落功能群,放牧小区Block,重复,营养苗,生殖苗,株/丛数,丛幅1,丛幅2,鲜重(g),干重(g),备注：1、本表中放牧小区与附件14中放牧小区同义。,
2019,牧前,重牧（12天）,2019.5.10,大针茅,PB,G20,4,22 ,,5,7,13,18.62,7.61,,
2019,牧前,重牧（12天）,2019.5.10,羊草,PR,G20,4,12 ,,55,,,4.87,2.15,,
2019,牧前,重牧（12天）,2019.5.10,糙隐子草,PB,G20,4,2 ,,3,1,3,0.01,0.01,,
2019,牧前,重牧（12天）,2019.5.10,米氏冰草,PR,G20,4,14 ,,3,2,5,0.12,0.03,,
2019,牧前,重牧（12天）,2019.5.10,蒙古葱,PF,G20,4,15 ,,2,,,0.11,0.04,,
2019,牧前,重牧（12天）,2019.5.10,大针茅,PB,G20,5,21 ,,13,12,12,30.58,12.56,,
2019,牧前,重牧（12天）,2019.5.10,知母,PF,G20,5,3 ,,2,,,0.1,0.01,,
2019,牧前,重牧（12天）,2019.5.10,糙隐子草,PB,G20,5,2 ,,4,3,3,0.22,0.13,,
2019,牧前,重牧（12天）,2019.5.10,米氏冰草,PR,G20,5,5 ,,3,2,2,1.55,0.56,,
2019,牧前,重牧（12天）,2019.5.10,蒙古葱,PF,G20,5,6 ,,1,,,0.14,0.04,,
2019,牧前,无牧（0天）,2019.5.10,大针茅,PB,G21,1,8 ,,4,2,7,2.51,1.3,,
2019,牧前,无牧（0天）,2019.5.10,羊草,PR,G21,1,13 ,,46,,,5.54,1.98,,
2019,牧前,无牧（0天）,2019.5.10,知母,PF,G21,1,9 ,,64,,,20.54,5.92,,
2019,牧前,无牧（0天）,2019.5.10,糙隐子草,PB,G21,1,2 ,,2,1,2,0.26,0.09,,
2019,牧前,无牧（0天）,2019.5.10,米氏冰草,PR,G21,1,15 ,,20,1,5,10.89,4.42,,
2019,牧前,无牧（0天）,2019.5.10,大针茅,PB,G21,2,12 ,,9,4,4,4.92,2.2,,
2019,牧前,无牧（0天）,2019.5.10,羊草,PR,G21,2,11 ,,26,,,3.26,1.2,,
2019,牧前,无牧（0天）,2019.5.10,知母,PF,G21,2,5 ,,70,,,20.58,4.92,,
2019,牧前,无牧（0天）,2019.5.10,糙隐子草,PB,G21,2,3 ,,6,4,4,1.02,0.57,,
2019,牧前,无牧（0天）,2019.5.10,米氏冰草,PR,G21,2,13 ,,24,3,3,9.77,3.78,,
2019,牧前,无牧（0天）,2019.5.10,黄花葱,PF,G21,2,13 ,,1,,,0.72,0.15,,
2019,牧前,无牧（0天）,2019.5.10,苔草,PR,G21,2,8 ,,16,2,2,1.45,0.77,,
2019,牧前,无牧（0天）,2019.5.10,乳白花黄芪,PF,G21,2,4 ,,1,,,0.1,0.01,,
2019,牧前,无牧（0天）,2019.5.10,大针茅,PB,G21,3,13 ,,4,1,1,3.15,1.56,,
2019,牧前,无牧（0天）,2019.5.10,羊草,PR,G21,3,12 ,,88,,,11.94,4.57,,
2019,牧前,无牧（0天）,2019.5.10,知母,PF,G21,3,7 ,,36,,,16.06,3.71,,
2019,牧前,无牧（0天）,2019.5.10,糙隐子草,PB,G21,3,3 ,,,2,5,1.41,0.97,,
2019,牧前,无牧（0天）,2019.5.10,细叶葱,PF,G21,3,12 ,,1,,,0.22,0.05,,
2019,牧前,无牧（0天）,2019.5.10,大针茅,PB,G21,4,15 ,,11,5,5,4.5,1.96,,
2019,牧前,无牧（0天）,2019.5.10,羊草,PR,G21,4,13 ,,32,,,4.38,1.61,,
2019,牧前,无牧（0天）,2019.5.10,知母,PF,G21,4,6 ,,14,,,7.49,1.83,,
2019,牧前,无牧（0天）,2019.5.10,糙隐子草,PB,G21,4,5 ,,6,3,3,0.74,0.34,,
2019,牧前,无牧（0天）,2019.5.10,米氏冰草,PR,G21,4,9 ,,58,4,4,28.36,10.09,,
2019,牧前,无牧（0天）,2019.5.10,大针茅,PB,G21,5,12 ,,3,2,2,0.55,0.28,,
2019,牧前,无牧（0天）,2019.5.10,羊草,PR,G21,5,8 ,,130,,,11.94,3.81,,
2019,牧前,无牧（0天）,2019.5.10,知母,PF,G21,5,5 ,,56,,,16.1,3.37,,
2019,牧前,无牧（0天）,2019.5.10,蒙古葱,PF,G21,5,15 ,,1,,,0.26,0.1,,
2019,牧前,无牧（0天）,2019.5.10,苔草,PR,G21,5,11 ,,3,1,1,0.2,0.17,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,1,32 ,,5,20,11,131.08,76.77,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,1,12 ,,9,,,3.08,1.63,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,1,7 ,,1,,,0.09,0.05,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,1,10 ,,17,6,6,15.1,8.34,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G6,1,12 ,,2,,,6.29,1.97,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,苔草,PR,G6,1,12 ,,6,,,1.24,0.77,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,2,31 ,,5,10,7,93.47,54.47,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,2,25 ,,11,,,6.25,3.15,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,2,12 ,,18,,,6.02,1.77,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,2,10 ,,5,7,7,5.15,2.17,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,米氏冰草,PR,G6,2,25 ,,12,3,3,19.25,9.28,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G6,2,30 ,,21,,,6.25,2.53,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,3,54 ,,17,7,12,105.8,56.81,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,3,14 ,,5,,,1.82,0.86,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,3,13 ,,44,,,6.89,3.4,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,3,9 ,,14,3,5,16.41,7.63,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G6,3,22 ,,2,,,2.01,0.73,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G6,3,32 ,,1,,,0.5,0.25,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,苔草,PR,G6,3,18 ,,7,,,0.59,0.39,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,4,49 ,,7,10,12,138.4,84.68,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,4,22 ,,15,,,6.41,2.9,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,4,5 ,,2,,,0.53,0.29,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,4,5 ,,5,1,1,3.48,1.49,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,苔草,PR,G6,4,8 ,,7,,,1.02,0.58,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G6,4,2 ,,3,,,0.3,0.15,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,5,41 ,,6,10,8,66.66,36.81,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,5,26 ,,103,,,35.2,15.53,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,5,7 ,,18,,,5.93,1.41,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,5,10 ,,5,1,1,2.83,1.3,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G6,5,21 ,,1,,,2.03,0.46,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,笼1,50 ,,13,8,9,91.13,50.22,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,笼1,33 ,,105,,,59.17,26.59,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,笼1,20 ,,6,,,2.78,0.64,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,笼1,16 ,,8,4,5,12.63,6.23,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G6,笼1,33 ,,4,,,5.01,0.71,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G6,笼2,48 ,,6,10,12,179.06,117.24,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G6,笼2,15 ,,16,,,5.23,2.66,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G6,笼2,17 ,,16,,,5.19,1.54,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G6,笼2,17 ,,5,2,2,2.74,1.19,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G6,笼2,10 ,,1,,,1.24,0.59,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G6,笼2,17 ,,1,,,2.89,0.45,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,蒙古葱,PF,G6,笼2,11 ,,1,,,0.88,0.14,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,1,38 ,,6,27,9,85.52,54.88,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,1,12 ,,51,,,21.48,10.75,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G8,1,9 ,,11,,,1.89,0.76,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,1,7 ,,46,3,2,15.58,8.28,,
2019,第一轮牧后,中牧（6天）,2019.6.26,米氏冰草,PR,G8,1,16 ,,1,,,9.19,5.26,,
2019,第一轮牧后,中牧（6天）,2019.6.26,蒙古葱,PF,G8,1,8 ,,1,,,0.61,0.17,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G8,1,2 ,,1,,,0.01,0.01,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,2,37 ,,11,7,13,163.61,59.98,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,2,17 ,,3,,,0.54,0.27,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G8,2,10 ,,3,,,0.45,0.1,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,2,11 ,,19,3,3,6.94,3.77,,
2019,第一轮牧后,中牧（6天）,2019.6.26,黄花葱,PF,G8,2,15 ,,1,,,3.26,1.83,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,3,57 ,,6,27,17,104.53,59.52,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,3,19 ,,16,,,3.32,1.72,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G8,3,7 ,,6,,,0.89,0.27,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,3,6 ,,21,2,2,13.97,7.71,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,4,49 ,,3,30,22,99.74,60.25,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,4,17 ,,57,,,11.73,5.42,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G8,4,11 ,,2,,,0.67,0.18,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,4,10 ,,18,2,3,4.87,2.62,,
2019,第一轮牧后,中牧（6天）,2019.6.26,双齿葱,PF,G8,4,15 ,,1,,,2.41,0.66,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G8,4,3 ,,2,,,0.09,0.04,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,5,52 ,,5,33,21,102.17,59.4,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,5,17 ,,32,,,7.74,3.66,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,5,7 ,,1,,,0.88,0.35,,
2019,第一轮牧后,中牧（6天）,2019.6.26,蒙古葱,PF,G8,5,8 ,,2,4,3,1.66,0.51,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G8,5,2 ,,4,,,0.28,0.06,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,笼1,45 ,,5,10,12,136.94,76.31,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,笼1,35 ,,6,,,7.37,3.26,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,笼1,12 ,,2,,,0.98,0.33,,
2019,第一轮牧后,中牧（6天）,2019.6.26,双齿葱,PF,G8,笼1,25 ,,1,,,6.14,1.09,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G8,笼2,47 ,,5,5,5,143.51,79.9,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G8,笼2,37 ,,19,,,5.56,2.71,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G8,笼2,4 ,,14,,,6.11,3.56,,
2019,第一轮牧后,中牧（6天）,2019.6.26,蒙古葱,PF,G8,笼2,15 ,,1,2,2,1.23,0.67,,
2019,第一轮牧后,中牧（6天）,2019.6.26,苔草,PR,G8,笼2,10 ,,1,,,0.85,0.38,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G8,笼2,7 ,,1,,,0.1,0.05,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,1,42 ,,7,4,12,71.19,35.36,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,1,6 ,,86,,,7.55,3.2,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,1,3 ,,11,3,2,3.23,1.5,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,2,59 ,,10,12,12,112.64,55.4,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,2,3 ,,5,2,3,1.9,0.84,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,2,12 ,,13,,,1.04,0.5,,
2019,第一轮牧后,重牧（12天）,2019.6.26,苔草,PR,G9,2,10 ,,1,,,0.01,0.01,,
2019,第一轮牧后,重牧（12天）,2019.6.26,知母,PF,G9,2,2 ,,1,,,0.01,0.01,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,3,45 ,,8,10,16,52.54,28.61,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,3,7 ,,74,,,4.6,2.11,,
2019,第一轮牧后,重牧（12天）,2019.6.26,猪毛菜,AB,G9,3,5 ,,2,,,0.2,0.1,,
2019,第一轮牧后,重牧（12天）,2019.6.26,蒙古葱,PF,G9,3,13 ,,6,,,0.36,0.05,,
2019,第一轮牧后,重牧（12天）,2019.6.26,知母,PF,G9,3,6 ,,3,,,0.2,0.05,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,3,3 ,,10,1,1,1.74,1.21,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,4,37 ,,15,10,12,87.54,49.94,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,4,5 ,,4,2,3,0.78,0.38,,
2019,第一轮牧后,重牧（12天）,2019.6.26,黄花葱,PF,G9,4,10 ,,2,,,0.2,0.05,,
2019,第一轮牧后,重牧（12天）,2019.6.26,知母,PF,G9,4,10 ,,1,,,0.32,0.15,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,5,45 ,,14,14,15,76.27,39.88,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,5,24 ,,135,,,15.36,7.75,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,5,4 ,,30,1,2,3.87,2.23,,
2019,第一轮牧后,重牧（12天）,2019.6.26,猪毛菜,AB,G9,5,3 ,,1,,,0.3,0.12,,
2019,第一轮牧后,重牧（12天）,2019.6.26,苔草,PR,G9,5,11 ,,3,,,0.16,0.11,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,笼1,60 ,,10,13,12,128.58,67.86,,
2019,第一轮牧后,重牧（12天）,2019.6.26,知母,PF,G9,笼1,14 ,,1,,,0.24,0.08,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,笼1,12 ,,3,1,2,0.18,0.07,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,笼1,40 ,,2,,,0.88,0.42,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G9,笼2,63 ,,14,13,14,183.11,95.51,,
2019,第一轮牧后,重牧（12天）,2019.6.26,羊草,PR,G9,笼2,15 ,,63,,,21.07,9.64,,
2019,第一轮牧后,重牧（12天）,2019.6.26,糙隐子草,PB,G9,笼2,13 ,,30,2,6,7.2,3.83,,
2019,第一轮牧后,重牧（12天）,2019.6.26,知母,PF,G9,笼2,22 ,,4,,,0.53,3.41,,
2019,第一轮牧后,重牧（12天）,2019.6.26,苔草,PR,G9,笼2,14 ,,40,,,27.11,2.89,,
2019,第一轮牧后,重牧（12天）,2019.6.26,瓣蕊唐松草,PF,G9,笼2,10 ,,1,,,0.5,0.2,,
2019,第一轮牧后,重牧（12天）,2019.6.26,黄花葱,PF,G9,笼2,13 ,,4,,,1.02,0.17,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,1,48 ,,18,8,12,120.56,68.76,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,1,13 ,,6,,,0.85,0.43,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G11,1,6 ,,3,,,0.39,0.05,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,1,10 ,,34,3,10,13.52,7.04,,
2019,第一轮牧后,中牧（6天）,2019.6.26,黄花葱,PF,G11,1,7 ,,2,,,0.22,0.05,,
2019,第一轮牧后,中牧（6天）,2019.6.26,苔草,PR,G11,1,11 ,,1,,,0.01,0.01,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,2,50 ,,24,8,16,85.13,44.62,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,2,7 ,,53,3,4,17.13,9.19,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,2,19 ,,15,,,2.24,1.07,,
2019,第一轮牧后,中牧（6天）,2019.6.26,黄花葱,PF,G11,2,10 ,,1,,,0.44,0.06,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G11,2,4 ,,3,,,0.22,0.04,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,3,45 ,,8,8,13,60.51,32.91,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G11,3,8 ,,1,,,3,0.9,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,3,22 ,,32,,,2.75,1.16,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,3,4 ,,73,3,4,14.47,7.17,,
2019,第一轮牧后,中牧（6天）,2019.6.26,细叶葱,PF,G11,3,25 ,,1,,,0.35,0.1,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,4,33 ,,5,17,14,128.98,78.17,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,4,15 ,,25,,,5.27,2.52,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G11,4,7 ,,3,,,0.35,0.06,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,4,9 ,,29,3,3,11.74,6.19,,
2019,第一轮牧后,中牧（6天）,2019.6.26,细叶葱,PF,G11,4,13 ,,1,,,0.14,0.05,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,5,39 ,,7,15,20,112.61,64.22,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,5,13 ,,23,,,3.29,1.77,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G11,5,15 ,,1,,,0.64,0.3,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,5,3 ,,27,2,2,7.41,3.41,,
2019,第一轮牧后,中牧（6天）,2019.6.26,米氏冰草,PR,G11,5,15 ,,1,,,3.88,1.74,,
2019,第一轮牧后,中牧（6天）,2019.6.26,双齿葱,PF,G11,5,12 ,,1,,,0.19,0.07,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G11,5,2 ,,2,,,0.01,0.01,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,笼1,40 ,,32,12,14,107.62,56.35,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,笼1,20 ,,28,,,7.42,3.65,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,笼1,17 ,,32,,,12.33,6.46,,
2019,第一轮牧后,中牧（6天）,2019.6.26,黄花葱,PF,G11,笼1,21 ,,3,4,4,1.25,0.13,,
2019,第一轮牧后,中牧（6天）,2019.6.26,双齿葱,PF,G11,笼1,21 ,,3,,,1.64,0.21,,
2019,第一轮牧后,中牧（6天）,2019.6.26,猪毛菜,AB,G11,笼1,4 ,,1,,,0.2,0.1,,
2019,第一轮牧后,中牧（6天）,2019.6.26,多根葱,PF,G11,笼1,17 ,,1,,,2.46,0.39,,
2019,第一轮牧后,中牧（6天）,2019.6.26,大针茅,PB,G11,笼2,47 ,,7,17,11,183.99,112.16,,
2019,第一轮牧后,中牧（6天）,2019.6.26,羊草,PR,G11,笼2,17 ,,2,,,0.28,0.1,,
2019,第一轮牧后,中牧（6天）,2019.6.26,知母,PF,G11,笼2,8 ,,6,,,0.84,0.24,,
2019,第一轮牧后,中牧（6天）,2019.6.26,糙隐子草,PB,G11,笼2,6 ,,4,2,2,0.44,0.28,,
2019,第一轮牧后,中牧（6天）,2019.6.26,黄花葱,PF,G11,笼2,23 ,,1,,,1.77,0.59,,
2019,第一轮牧后,中牧（6天）,2019.6.26,细叶葱,PF,G11,笼2,20 ,,1,,,0.67,0.08,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,1,39 ,,14,8,12,53.4,28.66,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,1,30 ,,199,,,59.29,27.55,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G12,1,15 ,,10,,,3.9,1.38,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,1,8 ,,12,3,4,37.73,17.96,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G12,1,15 ,,1,,,0.43,0.07,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G12,1,6 ,,4,,,0.28,0.1,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,多根葱,PF,G12,1,45 ,,1,,,12.21,3.06,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,2,43 ,,3,9,8,45.42,23.47,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,2,20 ,,21,,,9.9,4.38,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,2,8 ,,39,5,5,24.25,11.29,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G12,2,5 ,,2,,,1.2,0.6,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,3,37 ,,6,9,8,39.15,18.17,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,3,19 ,,126,,,59.98,34.41,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,3,6 ,,39,,,30.02,20.8,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,米氏冰草,PR,G12,3,20 ,32,2,3,3,5.5,2.66,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G12,3,20 ,,1,,,4.74,1.27,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G12,3,14 ,,8,,,5.11,1.01,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G12,3,2 ,,1,,,0.01,0.01,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,瓣蕊唐松草,PF,G12,3,2 ,,1,,,0.01,0.01,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,4,43 ,,19,8,14,40.47,20.79,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,4,16 ,,197,,,40.36,18.82,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G12,4,11 ,,2,,,0.28,0.06,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,4,9 ,,46,4,9,22.74,10.87,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G12,4,11 ,,6,,,1.39,0.19,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,5,37 ,,19,7,12,101.6,52.16,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,5,18 ,,22,,,19.59,8.86,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,5,9 ,,16,,,5.17,2.45,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,黄花葱,PF,G12,5,15 ,,3,4,3,0.93,0.09,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G12,5,4 ,,3,,,0.23,0.04,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,笼1,54 ,,8,5,5,97.07,56.79,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,笼1,25 ,,81,,,25.01,13.02,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G12,笼1,18 ,,8,,,3.91,1.07,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,笼1,8 ,,7,3,4,3.43,1.6,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,细叶葱,PF,G12,笼1,25 ,,4,,,6.6,1.86,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,猪毛菜,AB,G12,笼1,7 ,,2,,,0.12,0.6,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,大针茅,PB,G12,笼2,15 ,,4,1,1,6.58,3.49,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,羊草,PR,G12,笼2,29 ,,157,,,175.08,89.13,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,知母,PF,G12,笼2,17 ,,10,,,13.22,3.17,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,糙隐子草,PB,G12,笼2,3 ,,6,1,2,3.23,1.41,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,双齿葱,PF,G12,笼2,25 ,,1,,,6.71,1.8,,
2019,第一轮牧后,轻牧（3天）,2019.6.26,蒙古葱,PF,G12,笼2,7 ,,1,,,0.22,0.1,,
2019,第一轮牧后,重牧（12天）,2019.6.26,大针茅,PB,G13,1,54 ,,5,10,15,52.9,28.11,,
