样本编号,温度_oC,频率_Hz,磁芯损耗_w每m3,励磁波形,磁芯材料,磁通密度峰值B_m_T
445,50,158500.0,50514.39404,正弦波,材料1,0.070214904
446,50,158510.0,70153.48663,正弦波,材料1,0.078613057
447,50,158500.0,90902.25109,正弦波,材料1,0.087000396
448,50,158500.0,124490.291,正弦波,材料1,0.09844488300000001
449,50,158500.0,164612.2355,正弦波,材料1,0.1099140225
450,50,158500.0,299771.0466,正弦波,材料1,0.1388114305
451,50,158500.0,708203.9434,正弦波,材料1,0.1936818975
452,50,177820.0,1059.696965,正弦波,材料1,0.0144167705
453,50,177830.0,1306.918875,正弦波,材料1,0.015488989500000001
454,50,177820.0,1778.998935,正弦波,材料1,0.017435622
455,50,177820.0,2370.689654,正弦波,材料1,0.019533525
456,50,177820.0,3203.167708,正弦波,材料1,0.0220335215
457,50,177820.0,4344.275323,正弦波,材料1,0.024767736
458,50,177820.0,7607.319762,正弦波,材料1,0.030911018999999998
459,50,177820.0,18611.75563,正弦波,材料1,0.0439317815
460,50,177820.0,24998.50716,正弦波,材料1,0.0492254275
461,50,177820.0,34254.35616,正弦波,材料1,0.05560498
462,50,177820.0,46303.52633,正弦波,材料1,0.0624705415
463,50,177820.0,63079.5044,正弦波,材料1,0.0699117545
464,50,177820.0,82386.03548,正弦波,材料1,0.07760728
465,50,177820.0,149715.0746,正弦波,材料1,0.0980807225
466,50,177820.0,275143.6946,正弦波,材料1,0.12441118500000001
467,50,177820.0,373207.7538,正弦波,材料1,0.1390329105
468,50,177820.0,483004.2226,正弦波,材料1,0.154322495
469,50,177820.0,648264.9563,正弦波,材料1,0.1736652675
470,50,199500.0,1032.120321,正弦波,材料1,0.012983182
471,50,199500.0,1236.499405,正弦波,材料1,0.0137983855
472,50,199500.0,2220.87404,正弦波,材料1,0.0174952205
473,50,199500.0,3012.929607,正弦波,材料1,0.019706999
474,50,199500.0,5310.013049,正弦波,材料1,0.024642957
475,50,199500.0,6952.35196,正弦波,材料1,0.027424999999999998
476,50,199500.0,9325.626351,正弦波,材料1,0.0307995585
477,50,199500.0,12589.23154,正弦波,材料1,0.0347926095
478,50,199500.0,17054.31137,正弦波,材料1,0.0390987955
479,50,199500.0,22976.95692,正弦波,材料1,0.043952601
480,50,199500.0,31236.54917,正弦波,材料1,0.049442241
481,50,199510.0,138016.1924,正弦波,材料1,0.0876587895
482,50,199500.0,339754.072,正弦波,材料1,0.123736985
483,50,199500.0,442298.9101,正弦波,材料1,0.13766431499999998
484,50,199500.0,588559.4414,正弦波,材料1,0.1546566785
485,50,223850.0,1404.881552,正弦波,材料1,0.013016064
486,50,223850.0,1622.907587,正弦波,材料1,0.0138594275
487,50,223860.0,2132.567199,正弦波,材料1,0.015544495
488,50,223850.0,5037.560801,正弦波,材料1,0.0219627365
489,50,223850.0,11919.61205,正弦波,材料1,0.030945811
490,50,223850.0,15927.82703,正弦波,材料1,0.034842165999999994
491,50,223850.0,21477.21408,正弦波,材料1,0.039169145
492,50,223850.0,29115.33136,正弦波,材料1,0.0441244105
493,50,223850.0,71651.5642,正弦波,材料1,0.061820088999999995
494,50,223850.0,96084.04349,正弦波,材料1,0.06947039699999999
495,50,223850.0,172231.8907,正弦波,材料1,0.0880192525
496,50,223850.0,231702.7744,正弦波,材料1,0.0989257035
497,50,223850.0,313217.4554,正弦波,材料1,0.1104400685
498,50,223850.0,411101.4334,正弦波,材料1,0.123130056
499,50,223860.0,544036.5187,正弦波,材料1,0.13803192949999998
500,50,251170.0,1909.545944,正弦波,材料1,0.013167123999999999
501,50,251170.0,2125.681827,正弦波,材料1,0.01383477
502,50,251170.0,2832.109432,正弦波,材料1,0.015606943500000001
503,50,251170.0,3794.321716,正弦波,材料1,0.017550547
504,50,251170.0,4917.008595,正弦波,材料1,0.0195314875
505,50,251170.0,6415.244137,正弦波,材料1,0.021744754499999998
506,50,251170.0,8651.717901,正弦波,材料1,0.0245578765
507,50,251170.0,11540.36978,正弦波,材料1,0.0276129425
508,50,251170.0,15469.20412,正弦波,材料1,0.0310458155
509,50,251170.0,27632.14166,正弦波,材料1,0.0392998305
510,50,251170.0,37315.90865,正弦波,材料1,0.0442599725
511,50,251170.0,51295.24941,正弦波,材料1,0.049471399
512,50,251170.0,66381.67197,正弦波,材料1,0.0548194615
513,50,251170.0,160727.2771,正弦波,材料1,0.0784464995
514,50,251170.0,288667.7834,正弦波,材料1,0.09802099
515,50,251170.0,377414.5799,正弦波,材料1,0.109247545
516,50,281860.0,2268.111524,正弦波,材料1,0.0124418285
517,50,281850.0,2923.608712,正弦波,材料1,0.0139111975
518,50,281860.0,3829.823876,正弦波,材料1,0.0156087795
519,50,281860.0,4979.143585,正弦波,材料1,0.0173870535
520,50,281850.0,6543.554438,正弦波,材料1,0.019501759
521,50,281850.0,8543.608971,正弦波,材料1,0.021792075
522,50,281850.0,26900.6113,正弦波,材料1,0.035070188
523,50,281850.0,35884.76692,正弦波,材料1,0.039396082
524,50,281850.0,49073.22009,正弦波,材料1,0.044047684000000004
525,50,281850.0,64079.11164,正弦波,材料1,0.049040280500000005
526,50,281850.0,86189.62224,正弦波,材料1,0.055380344
527,50,281850.0,113588.7053,正弦波,材料1,0.0618510385
528,70,50020.0,689.8457043,正弦波,材料1,0.027585284
529,70,50030.0,920.1997399,正弦波,材料1,0.0310431225
530,70,50020.0,1658.894966,正弦波,材料1,0.039454699499999996
531,70,50020.0,2222.131156,正弦波,材料1,0.044456927
532,70,50030.0,3046.413828,正弦波,材料1,0.049422703
533,70,50030.0,3997.646339,正弦波,材料1,0.055373087
534,70,50030.0,5435.800204,正弦波,材料1,0.062320155
535,70,50030.0,7240.807122,正弦波,材料1,0.069812456
536,70,50020.0,9686.04943,正弦波,材料1,0.079078543
537,70,50030.0,13169.05016,正弦波,材料1,0.0884334715
538,70,50020.0,61747.45772,正弦波,材料1,0.1566159895
539,70,50020.0,83848.17663,正弦波,材料1,0.174899254
540,70,50020.0,117081.5997,正弦波,材料1,0.1970341655
541,70,50020.0,213114.1391,正弦波,材料1,0.246564427
542,70,56320.0,810.7764625,正弦波,材料1,0.0275954185
543,70,56320.0,1420.449995,正弦波,材料1,0.03494897
544,70,56320.0,1915.29465,正弦波,材料1,0.0393321735
545,70,56320.0,2650.008769,正弦波,材料1,0.043973358000000004
546,70,56320.0,3483.156534,正弦波,材料1,0.048950338999999995
547,70,56320.0,4726.887111,正弦波,材料1,0.055370644499999996
548,70,56320.0,6344.782869,正弦波,材料1,0.062183678500000006
549,70,56310.0,8601.823602,正弦波,材料1,0.070047465
550,70,56320.0,11304.20021,正弦波,材料1,0.0786947725
551,70,56310.0,14758.93898,正弦波,材料1,0.08742439
552,70,56310.0,27394.67029,正弦波,材料1,0.109822505
553,70,56310.0,37374.39757,正弦波,材料1,0.123135435
554,70,56320.0,52032.4859,正弦波,材料1,0.1389177815
555,70,56320.0,99013.81821,正弦波,材料1,0.1756410915
556,70,56320.0,134923.4597,正弦波,材料1,0.1963860135
557,70,56320.0,182082.033,正弦波,材料1,0.21992621350000002
558,70,56310.0,234476.0557,正弦波,材料1,0.2421695055
559,70,56320.0,322173.7612,正弦波,材料1,0.27324853849999997
560,70,63020.0,689.6302384,正弦波,材料1,0.024627274499999997
561,70,63020.0,914.1884886,正弦波,材料1,0.0275766725
562,70,63020.0,1634.403121,正弦波,材料1,0.0352326905
563,70,63020.0,2250.012466,正弦波,材料1,0.039229373
564,70,63020.0,3001.069963,正弦波,材料1,0.043870917499999995
565,70,63020.0,4015.747686,正弦波,材料1,0.0492995605
566,70,63020.0,5424.1358,正弦波,材料1,0.055419341999999996
567,70,63020.0,7324.569887,正弦波,材料1,0.06241806800000001
568,70,63020.0,9964.628084,正弦波,材料1,0.070311229
569,70,63020.0,12658.72226,正弦波,材料1,0.0779894495
570,70,63020.0,17151.48798,正弦波,材料1,0.0875054715
571,70,63020.0,31461.70215,正弦波,材料1,0.10990132350000001
572,70,63020.0,43991.76265,正弦波,材料1,0.124196427
573,70,63020.0,84883.82925,正弦波,材料1,0.1572042845
574,70,63020.0,115859.0423,正弦波,材料1,0.175945745
575,70,63020.0,157296.9327,正弦波,材料1,0.19688007899999999
576,70,63020.0,206612.8175,正弦波,材料1,0.217659831
577,70,63030.0,370566.4934,正弦波,材料1,0.27178599999999997
578,70,70840.0,784.7889109,正弦波,材料1,0.02463553
579,70,70840.0,1061.171134,正弦波,材料1,0.027764789999999998
580,70,70830.0,1411.641315,正弦波,材料1,0.031267529
581,70,70840.0,1903.454728,正弦波,材料1,0.034747875
582,70,70830.0,3470.119381,正弦波,材料1,0.044037918499999995
583,70,70840.0,6251.862154,正弦波,材料1,0.055552949500000004
584,70,70840.0,8516.618515,正弦波,材料1,0.062539409
585,70,70840.0,19870.13212,正弦波,材料1,0.087482198
586,70,70830.0,27104.88703,正弦波,材料1,0.098225223
587,70,70840.0,72377.73703,正弦波,材料1,0.13984853749999998
588,70,70840.0,98356.36393,正弦波,材料1,0.15636992100000002
589,70,70830.0,181651.193,正弦波,材料1,0.19523171
590,70,70830.0,244958.5314,正弦波,材料1,0.2181637355
591,70,70840.0,453006.1537,正弦波,材料1,0.2755489385
592,70,79460.0,875.1677313,正弦波,材料1,0.0247577825
593,70,79460.0,1194.215092,正弦波,材料1,0.027918674999999997
594,70,79460.0,3909.69399,正弦波,材料1,0.0440082825
595,70,79460.0,7082.300556,正弦波,材料1,0.055676708500000005
596,70,79470.0,12346.53801,正弦波,材料1,0.06891054599999999
597,70,79470.0,22679.30644,正弦波,材料1,0.087415686
598,70,79460.0,31833.39317,正弦波,材料1,0.09877071300000001
599,70,79460.0,43428.80689,正弦波,材料1,0.110553721
600,70,79460.0,83971.54587,正弦波,材料1,0.1398084085
601,70,79460.0,116186.235,正弦波,材料1,0.156578924
602,70,79460.0,214516.687,正弦波,材料1,0.19571702349999998
603,70,79460.0,532551.5835,正弦波,材料1,0.275978631
604,70,89080.0,1039.644333,正弦波,材料1,0.0247968515
605,70,89090.0,1432.160788,正弦波,材料1,0.0276522155
606,70,89080.0,1925.019466,正弦波,材料1,0.030978917
607,70,89080.0,3365.229503,正弦波,材料1,0.039207749
608,70,89080.0,6236.918915,正弦波,材料1,0.049771811
609,70,89080.0,10644.87113,正弦波,材料1,0.061336337000000005
610,70,89080.0,26992.30288,正弦波,材料1,0.087757821
611,70,89080.0,52190.9005,正弦波,材料1,0.11114112500000001
612,70,89080.0,71823.63711,正弦波,材料1,0.1245684825
613,70,89080.0,133595.5401,正弦波,材料1,0.1549864795
614,70,89090.0,251993.1817,正弦波,材料1,0.195283648
615,70,89080.0,343065.9261,正弦波,材料1,0.219057735
616,70,89090.0,614025.9364,正弦波,材料1,0.2711625
617,70,99960.0,889.111964,正弦波,材料1,0.0221287755
618,70,99950.0,1232.242331,正弦波,材料1,0.024609652000000003
619,70,99950.0,2184.525096,正弦波,材料1,0.030988199
620,70,99950.0,3956.657481,正弦波,材料1,0.039375755
621,70,99950.0,5307.631418,正弦波,材料1,0.044099611999999996
622,70,99950.0,6953.236194,正弦波,材料1,0.049140199499999995
623,70,99950.0,12624.537,正弦波,材料1,0.061805877
624,70,99950.0,23246.27222,正弦波,材料1,0.0782265605
625,70,99950.0,31824.85785,正弦波,材料1,0.08768503450000001
626,70,99950.0,44519.72675,正弦波,材料1,0.09893811150000001
627,70,99950.0,61359.14384,正弦波,材料1,0.1110356165
628,70,99950.0,113538.8022,正弦波,材料1,0.1373743265
629,70,99950.0,540557.6199,正弦波,材料1,0.24213571
630,70,99950.0,709895.3756,正弦波,材料1,0.2692313295
631,70,112160.0,779.0517616,正弦波,材料1,0.019701563999999998
632,70,112160.0,1082.936759,正弦波,材料1,0.0218804305
633,70,112160.0,1425.887502,正弦波,材料1,0.0245113235
634,70,112160.0,1940.259974,正弦波,材料1,0.027714471
635,70,112160.0,3429.795709,正弦波,材料1,0.0349290965
636,70,112160.0,6122.652855,正弦波,材料1,0.043760598
637,70,112160.0,11109.72416,正弦波,材料1,0.0551660365
638,70,112160.0,15162.63384,正弦波,材料1,0.0619533495
639,70,112170.0,20655.39012,正弦波,材料1,0.069542331
640,70,112160.0,27437.91214,正弦波,材料1,0.0779544485
641,70,112160.0,38275.28831,正弦波,材料1,0.0879225955
642,70,112160.0,52867.36624,正弦波,材料1,0.09878859849999999
643,70,112160.0,74679.12924,正弦波,材料1,0.110688672
644,70,112160.0,98749.56836,正弦波,材料1,0.122480325
645,70,112160.0,137326.7257,正弦波,材料1,0.1382900815
646,70,112160.0,186976.6489,正弦波,材料1,0.154836952
647,70,112160.0,259966.3607,正弦波,材料1,0.1743077405
648,70,112160.0,841850.3717,正弦波,材料1,0.2695452845
649,70,125850.0,727.9912483,正弦波,材料1,0.017728004999999998
650,70,125860.0,720.7782272,正弦波,材料1,0.0175673705
651,70,125860.0,988.688982,正弦波,材料1,0.019518109999999998
652,70,125860.0,1318.546035,正弦波,材料1,0.0219228445
653,70,125860.0,3182.501773,正弦波,材料1,0.0311216675
654,70,125860.0,4235.971426,正弦波,材料1,0.0351489435
655,70,125860.0,5461.073831,正弦波,材料1,0.0389519925
656,70,125860.0,7458.482682,正弦波,材料1,0.043915616
657,70,125850.0,9835.249573,正弦波,材料1,0.048808033
658,70,125860.0,13517.14557,正弦波,材料1,0.055054515
659,70,125850.0,18744.33817,正弦波,材料1,0.062247267999999994
660,70,125860.0,46934.43446,正弦波,材料1,0.0882627355
661,70,125860.0,66263.00214,正弦波,材料1,0.0988742675
662,70,125860.0,88778.25308,正弦波,材料1,0.109848472
663,70,125860.0,121961.4394,正弦波,材料1,0.123486083
664,70,125860.0,166252.852,正弦波,材料1,0.1383061745
665,70,125850.0,229363.5866,正弦波,材料1,0.1556775105
666,70,125860.0,565501.9261,正弦波,材料1,0.21582309849999998
667,70,125860.0,767746.9313,正弦波,材料1,0.2430069905
668,70,141250.0,684.4961366,正弦波,材料1,0.01565415
669,70,141270.0,1223.104389,正弦波,材料1,0.019426318499999998
670,70,141260.0,1651.460177,正弦波,材料1,0.021931886499999997
671,70,141260.0,2196.263153,正弦波,材料1,0.02459638
672,70,141260.0,16871.50322,正弦波,材料1,0.055321133
673,70,141260.0,22861.11287,正弦波,材料1,0.062073078500000003
674,70,141260.0,31500.34493,正弦波,材料1,0.0700049835
675,70,141260.0,41795.51008,正弦波,材料1,0.0784179625
676,70,141260.0,59257.32724,正弦波,材料1,0.08809922
677,70,141260.0,107555.0609,正弦波,材料1,0.1097229095
678,70,141260.0,279113.5712,正弦波,材料1,0.1560138415
679,70,141260.0,383578.0985,正弦波,材料1,0.173998225
680,70,141260.0,681198.4228,正弦波,材料1,0.21660361849999998
681,70,158510.0,684.0462375,正弦波,材料1,0.0139552795
682,70,158500.0,922.4199793,正弦波,材料1,0.0155226385
683,70,158500.0,1607.580943,正弦波,材料1,0.019536298
684,70,158500.0,2862.749609,正弦波,材料1,0.0247154645
685,70,158500.0,3828.618031,正弦波,材料1,0.027847986499999998
686,70,158500.0,4951.620441,正弦波,材料1,0.0309869165
687,70,158500.0,6456.609337,正弦波,材料1,0.034746094000000005
688,70,158500.0,8635.440552,正弦波,材料1,0.0389375845
689,70,158500.0,11710.85379,正弦波,材料1,0.043895759
690,70,158500.0,21146.58386,正弦波,材料1,0.055233559
691,70,158500.0,29086.50004,正弦波,材料1,0.0624009865
692,70,158500.0,39467.02966,正弦波,材料1,0.07009422800000001
693,70,158500.0,54462.48862,正弦波,材料1,0.0785946505
694,70,158500.0,71864.2914,正弦波,材料1,0.087257401
695,70,158500.0,134018.8582,正弦波,材料1,0.110116882
696,70,158500.0,183163.2986,正弦波,材料1,0.123501366
697,70,158500.0,248601.6049,正弦波,材料1,0.13854534950000003
698,70,158500.0,343043.1415,正弦波,材料1,0.155002233
699,70,158510.0,458087.4588,正弦波,材料1,0.1731347125
700,70,177820.0,972.3431556,正弦波,材料1,0.0138447555
701,70,177820.0,1240.280021,正弦波,材料1,0.0155208095
702,70,177820.0,1621.650775,正弦波,材料1,0.017383963000000002
703,70,177820.0,2160.40164,正弦波,材料1,0.01960547
704,70,177820.0,2872.931727,正弦波,材料1,0.0220759695
705,70,177820.0,3816.746169,正弦波,材料1,0.0248608775
706,70,177820.0,4882.887341,正弦波,材料1,0.027558227499999997
707,70,177820.0,6331.884828,正弦波,材料1,0.0307511985
708,70,177820.0,27276.82978,正弦波,材料1,0.055470397000000005
709,70,177820.0,36943.64862,正弦波,材料1,0.062386244
710,70,177820.0,51429.63675,正弦波,材料1,0.0698619245
711,70,177820.0,66137.61872,正弦波,材料1,0.0775990645
712,70,177820.0,122500.5024,正弦波,材料1,0.098136711
713,70,177820.0,168565.1232,正弦波,材料1,0.11057074550000001
714,70,177820.0,227136.5654,正弦波,材料1,0.1237735025
715,70,177820.0,311926.6097,正弦波,材料1,0.138253252
716,70,177820.0,414834.4707,正弦波,材料1,0.1544642995
717,70,177820.0,555290.0615,正弦波,材料1,0.173114574
718,70,199500.0,1126.803697,正弦波,材料1,0.0131203925
719,70,199500.0,1030.126905,正弦波,材料1,0.012343416999999999
720,70,199500.0,1723.710939,正弦波,材料1,0.015557959
721,70,199500.0,2954.399924,正弦波,材料1,0.0196908415
722,70,199500.0,3901.908918,正弦波,材料1,0.022179683
723,70,199500.0,5014.948484,正弦波,材料1,0.0246349305
724,70,199500.0,6523.680412,正弦波,材料1,0.0276387315
725,70,199500.0,8532.40745,正弦波,材料1,0.0309696735
726,70,199500.0,11297.51022,正弦波,材料1,0.034805489499999995
727,70,199500.0,14787.63776,正弦波,材料1,0.03910178
728,70,199500.0,19695.67725,正弦波,材料1,0.0439680145
729,70,199500.0,35576.34905,正弦波,材料1,0.0557096395
730,70,199500.0,85105.42578,正弦波,材料1,0.0780942555
731,70,199500.0,112803.502,正弦波,材料1,0.08703235000000001
732,70,199500.0,210884.5447,正弦波,材料1,0.110606119
733,70,199500.0,289045.561,正弦波,材料1,0.12365206
734,70,199500.0,377745.0985,正弦波,材料1,0.13728303949999998
735,70,199500.0,510097.3827,正弦波,材料1,0.1546462125
736,70,223850.0,1627.797108,正弦波,材料1,0.013129951
737,70,223850.0,1429.962384,正弦波,材料1,0.012342394
738,70,223860.0,1814.406296,正弦波,材料1,0.013816493
739,70,223850.0,2341.428255,正弦波,材料1,0.015469663
740,70,223850.0,4050.751571,正弦波,材料1,0.0196989485
741,70,223850.0,5180.006426,正弦波,材料1,0.0219666335
742,70,223850.0,6718.09878,正弦波,材料1,0.024573933
743,70,223850.0,8650.154327,正弦波,材料1,0.027535215000000002
744,70,223860.0,15028.79165,正弦波,材料1,0.034848328
745,70,223850.0,19653.1025,正弦波,材料1,0.03924406
746,70,223850.0,34840.65302,正弦波,材料1,0.049708158
747,70,223860.0,47695.16791,正弦波,材料1,0.055603520000000003
748,70,223850.0,61750.05456,正弦波,材料1,0.0617695105
749,70,223850.0,82271.43987,正弦波,材料1,0.06941425849999999
