维度,类别,年份,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率,年度事件占比
归属记录,"Lone Wolves of Radical, Autonomous, Militant National Socialism",2016,1,0.663974440981415,0.663974440981415,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Lord's Resistance Army (LRA),2015,24,11.871042434005304,0.4946267680835543,5,23,9,34.0,8,6.0,0.20833333333333334,0.9583333333333334,0.375,0.0016037420648179084
归属记录,Lord's Resistance Army (LRA),2016,28,16.94666208646222,0.6052379316593649,11,25,17,5.0,14,1.0,0.39285714285714285,0.8928571428571429,0.6071428571428571,0.0020607934054611026
归属记录,Lord's Resistance Army (LRA),2017,15,8.888277137568842,0.5925518091712562,1,15,7,10.0,6,2.0,0.06666666666666667,1.0,0.4666666666666667,0.0013761467889908258
归属记录,Loyalists,2015,11,3.280562197759755,0.2982329270690686,1,11,11,1.0,11,5.0,0.09090909090909091,1.0,1.0,0.0007350484463748748
归属记录,Loyalists,2016,1,0.2210389478582231,0.2210389478582231,0,1,1,0.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Loyalists,2017,5,3.498646799952864,0.6997293599905727,0,5,5,0.0,5,0.0,0.0,1.0,1.0,0.00045871559633027525
归属记录,Luhansk People's Republic,2015,96,39.66359966550091,0.41316249651563447,27,96,87,77.0,88,84.0,0.28125,1.0,0.90625,0.006414968259271634
归属记录,Luhansk People's Republic,2016,2,0.2926649497810273,0.14633247489051365,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Luhansk People's Republic,2017,1,0.1512909034697219,0.1512909034697219,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,M23,2017,1,0.4649404204540618,0.4649404204540618,0,1,1,3.0,0,,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Ma'sadat al-Mujahideen,2016,2,1.6232034911617985,0.8116017455808993,2,2,2,0.0,2,100.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Macina Liberation Front (FLM),2015,9,5.036679555736325,0.5596310617484805,4,9,9,13.0,9,11.0,0.4444444444444444,1.0,1.0,0.0006014032743067157
归属记录,Macina Liberation Front (FLM),2016,4,2.6587240650605364,0.6646810162651341,2,4,3,11.0,3,4.0,0.5,1.0,0.75,0.0002943990579230146
归属记录,Macina Liberation Front (FLM),2017,1,0.7247536911400109,0.7247536911400109,1,1,0,,0,,1.0,1.0,0.0,9.174311926605505e-05
归属记录,Madhesi Mukti Tigers (MMT),2015,1,0.2460006622809545,0.2460006622809545,0,1,1,0.0,1,1.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Magahat Militia,2015,2,1.116107535787818,0.558053767893909,0,2,2,3.0,2,0.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Mai Mai Charles Militia,2017,3,1.0415538608106014,0.3471846202702005,1,3,1,0.0,1,0.0,0.3333333333333333,1.0,0.3333333333333333,0.00027522935779816516
归属记录,Mai Mai Karakara Militia,2016,1,0.1528348823861078,0.1528348823861078,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Mai Mai Malaika Militia,2017,2,0.5083331117572532,0.2541665558786266,0,2,0,,0,,0.0,1.0,0.0,0.0001834862385321101
归属记录,Mai Mai Manu Militia,2016,1,0.722853921298865,0.722853921298865,1,1,1,0.0,1,1.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Mai Mai Mazembe Militia,2016,6,2.6547267217176445,0.4424544536196074,1,6,5,61.0,5,20.0,0.16666666666666666,1.0,0.8333333333333334,0.00044159858688452196
归属记录,Mai Mai Mazembe Militia,2017,5,2.9925581145129336,0.5985116229025867,2,5,5,47.0,5,9.0,0.4,1.0,1.0,0.00045871559633027525
归属记录,Mai Mai Simba Militia,2015,3,2.0170069327142683,0.6723356442380894,2,3,3,2.0,3,4.0,0.6666666666666666,1.0,1.0,0.00020046775810223855
归属记录,Mai Mai Simba Militia,2016,2,0.6136455989920977,0.30682279949604885,0,2,1,0.0,1,2.0,0.0,1.0,0.5,0.0001471995289615073
归属记录,Mai Mai Simba Militia,2017,4,2.6052834229447557,0.6513208557361889,2,4,4,19.0,3,0.0,0.5,1.0,1.0,0.0003669724770642202
归属记录,Mai Mai Yakutumba Militia,2017,3,0.5465465998407437,0.18218219994691456,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00027522935779816516
归属记录,Majlis-e-Askari,2015,1,0.5830894188505955,0.5830894188505955,0,1,1,7.0,1,3.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Makhachkala Gang,2015,1,0.1319873705372188,0.1319873705372188,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Manipur Naga People's Army (MNPA),2015,1,0.7460639687531858,0.7460639687531858,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Manipur Naga People's Army (MNPA),2016,5,2.7851097318174185,0.5570219463634837,3,5,5,0.0,5,0.0,0.6,1.0,1.0,0.0003679988224037683
归属记录,Manipur Naga People's Army (MNPA),2017,1,0.1468609865398784,0.1468609865398784,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Maoist Communist Party (MKP),2015,1,0.6680123497822654,0.6680123497822654,0,1,1,0.0,1,2.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Maoist Communist Party of Manipur,2016,2,1.4288334272710654,0.7144167136355327,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Maoists,2015,274,103.42110161707572,0.3774492759747289,23,274,267,92.0,263,119.0,0.08394160583941605,1.0,0.9744525547445255,0.01830938857333779
归属记录,Maoists,2016,267,81.06214384942206,0.303603535016562,15,267,259,134.0,253,119.0,0.056179775280898875,1.0,0.9700374531835206,0.01965113711636123
归属记录,Maoists,2017,206,75.64881781414188,0.3672272709424363,25,206,200,121.0,194,165.0,0.12135922330097088,1.0,0.970873786407767,0.01889908256880734
归属记录,Mapuche Ancestral Resistance (RAM),2017,2,1.3791974616940834,0.6895987308470417,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Mapuche activists,2016,7,4.4516414860716615,0.6359487837245231,0,6,7,2.0,7,2.0,0.0,0.8571428571428571,1.0,0.0005151983513652757
归属记录,Mapuche activists,2017,5,3.567759363658875,0.713551872731775,2,4,5,0.0,5,1.0,0.4,0.8,1.0,0.00045871559633027525
归属记录,Mariscal Lopez Army (EML),2016,1,0.1153816171635601,0.1153816171635601,0,0,0,,0,,0.0,0.0,0.0,7.359976448075366e-05
归属记录,Martyr al-Nimr Battalion,2016,1,0.1583037424569853,0.1583037424569853,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Marwan Al-Qawasimi and Amir Abu-Ayshah Group,2015,1,0.7553440585184952,0.7553440585184952,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Maute Group,2015,1,0.2543338691802759,0.2543338691802759,0,1,1,1.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Maute Group,2016,14,4.887903481872296,0.3491359629908783,2,14,14,15.0,14,13.0,0.14285714285714285,1.0,1.0,0.0010303967027305513
归属记录,Maute Group,2017,16,6.340025890637436,0.3962516181648397,0,16,15,27.0,14,9.0,0.0,1.0,0.9375,0.0014678899082568807
归属记录,Mayi Mayi,2016,12,4.6341456640660414,0.3861788053388368,3,12,11,22.0,10,2.0,0.25,1.0,0.9166666666666666,0.0008831971737690439
归属记录,Mayi Mayi,2017,23,10.213818370976393,0.44407905960766925,6,23,17,57.0,16,10.0,0.2608695652173913,1.0,0.7391304347826086,0.002110091743119266
归属记录,Medfaiyah Wal-Sewarigh Brigade,2015,1,0.2926162176507713,0.2926162176507713,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Minorities of Metropolitan Attacks,2017,2,1.2710177283940096,0.6355088641970048,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Misanthropic Division,2017,1,0.1664752392784267,0.1664752392784267,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Misrata Brigades,2015,3,0.8996782938977967,0.2998927646325989,0,3,2,4.0,1,1.0,0.0,1.0,0.6666666666666666,0.00020046775810223855
归属记录,Misrata Brigades,2016,2,0.4444814362263816,0.2222407181131908,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Misrata Brigades,2017,1,0.7666287721773702,0.7666287721773702,1,1,1,141.0,0,,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Misseriya Arab Tribesmen,2015,1,0.7263604282190793,0.7263604282190793,1,1,1,3.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Misurata Rebels,2017,1,0.7484126426377957,0.7484126426377957,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Moran Tiger Force (MTF),2016,2,0.3978135129805732,0.1989067564902866,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Moro Ghuraba,2015,1,0.2316383727818273,0.2316383727818273,0,1,1,0.0,1,2.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Moro Islamic Liberation Front (MILF),2015,6,1.8249350421155695,0.3041558403525949,0,6,5,7.0,5,12.0,0.0,1.0,0.8333333333333334,0.0004009355162044771
归属记录,Moro Islamic Liberation Front (MILF),2016,3,0.781730254491338,0.2605767514971127,0,3,3,1.0,3,3.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Moro Islamic Liberation Front (MILF),2017,3,1.7187923398713476,0.5729307799571158,2,3,3,0.0,3,17.0,0.6666666666666666,1.0,1.0,0.00027522935779816516
归属记录,Moro National Liberation Front (MNLF),2015,2,0.5389531531780789,0.26947657658903945,0,2,2,1.0,2,7.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Moro National Liberation Front (MNLF),2017,1,0.6960017015378597,0.6960017015378597,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Movement for Oneness and Jihad in West Africa (MUJAO),2015,7,3.0650725547240674,0.43786750781772393,1,6,6,6.0,6,5.0,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.0004677581022385566
归属记录,Movement for Oneness and Jihad in West Africa (MUJAO),2016,2,0.6000983734101143,0.30004918670505715,0,2,2,3.0,1,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Movement for Oneness and Jihad in West Africa (MUJAO),2017,1,0.4579531021009353,0.4579531021009353,0,1,1,6.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Movement for the Emancipation of the Niger Delta (MEND),2016,4,3.0888743639946856,0.7722185909986714,4,4,4,0.0,4,0.0,1.0,1.0,1.0,0.0002943990579230146
归属记录,Movement for the Restoration of the Independence of Southern Cameroons,2017,2,0.9536884275717794,0.4768442137858897,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Movement of Democratic Forces of Casamance,2015,2,0.7040133825804504,0.3520066912902252,0,2,1,0.0,2,4.0,0.0,1.0,0.5,0.00013364517206815904
归属记录,Mozambique Liberation Front (FRELIMO),2016,3,1.2404590367543138,0.41348634558477126,0,3,3,4.0,3,3.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Mozambique National Resistance Movement (MNR),2015,4,0.7224321000193474,0.18060802500483686,0,4,3,0.0,3,0.0,0.0,1.0,0.75,0.00026729034413631807
归属记录,Mozambique National Resistance Movement (MNR),2016,65,34.00602951185419,0.5231696847977567,25,62,63,52.0,62,78.0,0.38461538461538464,0.9538461538461539,0.9692307692307692,0.004783984691248988
归属记录,Mozambique National Resistance Movement (MNR),2017,2,0.6681894132454298,0.3340947066227149,0,2,2,2.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Mujahidin Indonesia Timur (MIT),2015,8,2.1458794855276326,0.2682349356909541,0,8,8,11.0,8,0.0,0.0,1.0,1.0,0.0005345806882726361
归属记录,Mujahidin Indonesia Timur (MIT),2017,1,0.2654269356427483,0.2654269356427483,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Mukhtar Army,2015,1,0.7939525269075798,0.7939525269075798,1,1,1,23.0,1,24.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Murle Tribe,2015,6,2.743838578173981,0.4573064296956635,0,6,4,21.0,3,1.0,0.0,1.0,0.6666666666666666,0.0004009355162044771
归属记录,Murle Tribe,2016,15,10.609716724735854,0.7073144483157237,11,15,15,306.0,13,109.0,0.7333333333333333,1.0,1.0,0.001103996467211305
归属记录,Murle Tribe,2017,5,2.867362572107984,0.5734725144215969,1,5,5,41.0,1,2.0,0.2,1.0,1.0,0.00045871559633027525
归属记录,Muslim Brotherhood,2015,7,3.019116933438325,0.4313024190626179,1,7,7,5.0,7,14.0,0.14285714285714285,1.0,1.0,0.0004677581022385566
归属记录,Muslim Brotherhood,2016,3,0.8817813167155655,0.29392710557185514,0,3,3,3.0,3,5.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Muslim extremists,2015,131,61.78558404347005,0.47164567972114546,41,127,122,170.0,115,466.0,0.31297709923664124,0.9694656488549618,0.9312977099236641,0.008753758770464417
归属记录,Muslim extremists,2016,79,38.614562336026225,0.48879192830412943,25,77,78,110.0,73,146.0,0.31645569620253167,0.9746835443037974,0.9873417721518988,0.0058143813939795395
归属记录,Muslim extremists,2017,69,29.129979227232706,0.4221736119888798,16,67,66,140.0,65,261.0,0.2318840579710145,0.9710144927536232,0.9565217391304348,0.006330275229357798
归属记录,Mutassim Billah Gaddafi Battalion,2015,1,0.2133804226679354,0.2133804226679354,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,Muttahida Qami Movement (MQM),2016,3,2.225312512408098,0.741770837469366,3,3,3,0.0,3,2.0,1.0,1.0,1.0,0.00022079929344226098
归属记录,Muttahida Qami Movement (MQM),2017,1,0.3648400677497925,0.3648400677497925,0,1,1,2.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Naga extremists,2017,2,0.666005898040398,0.333002949020199,0,2,2,1.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Najd Province of the Islamic State,2015,5,3.2303739630565143,0.6460747926113029,3,5,5,58.0,5,333.0,0.6,1.0,1.0,0.0003341129301703976
归属记录,Najd Province of the Islamic State,2016,3,1.8033955083244402,0.6011318361081467,2,3,3,2.0,3,0.0,0.6666666666666666,1.0,1.0,0.00022079929344226098
归属记录,Najd Province of the Islamic State,2017,1,0.2426609133461227,0.2426609133461227,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Nalut Group,2017,1,0.7450374512086492,0.7450374512086492,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,National Council for Revival and Democracy (CNRD),2017,2,1.4899336941681567,0.7449668470840783,2,2,2,26.0,2,0.0,1.0,1.0,1.0,0.0001834862385321101
归属记录,National Democratic Alliance (NDA),2016,1,0.5067495092873258,0.5067495092873258,0,1,1,2.0,1,3.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,National Democratic Alliance Army (NDAA-ESSA),2015,8,5.935505552640965,0.7419381940801206,6,8,8,52.0,8,86.0,0.75,1.0,1.0,0.0005345806882726361
归属记录,National Democratic Alliance Army (NDAA-ESSA),2016,1,0.2427653419750276,0.2427653419750276,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,National Democratic Alliance Army (NDAA-ESSA),2017,2,1.5846167165560932,0.7923083582780466,2,2,2,31.0,0,,1.0,1.0,1.0,0.0001834862385321101
归属记录,National Democratic Front of Bodoland (NDFB),2015,5,0.947079034199692,0.1894158068399384,0,5,5,1.0,5,2.0,0.0,1.0,1.0,0.0003341129301703976
归属记录,National Democratic Front of Bodoland (NDFB),2016,6,1.56498206375562,0.26083034395927,1,6,5,15.0,4,26.0,0.16666666666666666,1.0,0.8333333333333334,0.00044159858688452196
归属记录,National Democratic Front of Bodoland (NDFB),2017,2,0.2622976030377396,0.1311488015188698,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,National Liberation Army of Colombia (ELN),2015,44,18.64480322769225,0.4237455279020966,9,43,42,50.0,41,56.0,0.20454545454545456,0.9772727272727273,0.9545454545454546,0.002940193785499499
归属记录,National Liberation Army of Colombia (ELN),2016,83,37.315549375898726,0.44958493223974366,24,82,82,36.0,82,52.0,0.2891566265060241,0.9879518072289156,0.9879518072289156,0.006108780451902554
归属记录,National Liberation Army of Colombia (ELN),2017,59,30.181672768555497,0.5115537757382288,22,52,58,41.0,57,60.0,0.3728813559322034,0.8813559322033898,0.9830508474576272,0.005412844036697248
归属记录,National Liberation Front (Ecuador),2015,1,0.7446271677100924,0.7446271677100924,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,National Liberation Front (FNL) (Burundi),2016,1,0.1550639899694528,0.1550639899694528,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,National Liberation Front of Tripura (NLFT),2015,1,0.2638218585187989,0.2638218585187989,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,National Movement of Revolutionaries (MNR),2017,6,4.193448453162731,0.6989080755271219,5,6,6,22.0,6,10.0,0.8333333333333334,1.0,1.0,0.0005504587155963303
归属记录,National Revolutionary Front of Manipur (NRFM),2016,1,0.2803430933248783,0.2803430933248783,0,1,1,0.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2015,9,4.074094366093539,0.45267715178817103,1,9,7,1.0,7,8.0,0.1111111111111111,1.0,0.7777777777777778,0.0006014032743067157
归属记录,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2016,16,6.124193457196425,0.38276209107477654,2,16,16,6.0,16,25.0,0.125,1.0,1.0,0.0011775962316920585
归属记录,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2017,8,3.7996394366400743,0.4749549295800093,2,8,8,4.0,8,5.0,0.25,1.0,1.0,0.0007339449541284404
归属记录,National Socialist Council of Nagaland-Khaplang (NSCN-K),2015,26,8.606332724770976,0.331012797106576,2,26,24,32.0,24,46.0,0.07692307692307693,1.0,0.9230769230769231,0.0017373872368860676
归属记录,National Socialist Council of Nagaland-Khaplang (NSCN-K),2016,7,3.573817052749347,0.5105452932499067,3,7,6,6.0,6,12.0,0.42857142857142855,1.0,0.8571428571428571,0.0005151983513652757
归属记录,National Socialist Council of Nagaland-Khaplang (NSCN-K),2017,7,1.524622087662081,0.2178031553802973,0,7,6,3.0,6,2.0,0.0,1.0,0.8571428571428571,0.0006422018348623853
归属记录,National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),2015,1,0.1041565610744128,0.1041565610744128,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,National Socialist Council of Nagaland-Reformation (NSCN-R),2017,2,0.3970759444268906,0.1985379722134453,0,2,2,1.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,National Socialist Council of Nagaland-Unification (NSCN-U),2016,1,0.2638218585187989,0.2638218585187989,0,1,1,0.0,0,,0.0,1.0,1.0,7.359976448075366e-05
归属记录,National Union for the Total Independence of Angola (UNITA),2017,1,0.5005881377311049,0.5005881377311049,0,1,1,0.0,1,405.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Nawasi Brigade,2017,1,0.1569411396709013,0.1569411396709013,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Nazhdak,2017,1,0.7260887620553014,0.7260887620553014,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Nduma Defense of Congo (NDC),2015,1,0.2842107562717355,0.2842107562717355,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,Neo-Fascists,2017,3,1.1760284958891947,0.39200949862973156,1,3,3,1.0,3,2.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Neo-Nazi extremists,2015,1,0.663974440981415,0.663974440981415,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Neo-Nazi extremists,2016,5,2.043874011556883,0.40877480231137664,0,5,5,1.0,5,5.0,0.0,1.0,1.0,0.0003679988224037683
归属记录,Neo-Nazi extremists,2017,6,3.0162011195244594,0.5027001865874099,0,6,6,1.0,6,19.0,0.0,1.0,1.0,0.0005504587155963303
归属记录,Nepali Congress Party (NC),2017,1,0.6933452964390862,0.6933452964390862,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,New Indigenous People's Army,2016,1,0.4758960790212613,0.4758960790212613,0,1,1,1.0,1,7.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,New People's Army (NPA),2015,322,124.98883471453723,0.38816408296440136,38,322,317,198.0,312,298.0,0.11801242236024845,1.0,0.984472049689441,0.021516872702973606
归属记录,New People's Army (NPA),2016,172,70.16689106252707,0.4079470410612039,25,171,167,99.0,167,101.0,0.14534883720930233,0.9941860465116279,0.9709302325581395,0.01265915949068963
归属记录,New People's Army (NPA),2017,358,153.0387372164455,0.42748250619118855,48,358,344,197.0,339,269.0,0.1340782122905028,1.0,0.9608938547486033,0.032844036697247704
归属记录,Niger Delta Avengers (NDA),2016,49,39.063662178842314,0.7972175954865779,48,49,49,6.0,48,2.0,0.9795918367346939,1.0,1.0,0.0036063884595569293
归属记录,Niger Delta Avengers (NDA),2017,1,0.778758963494818,0.778758963494818,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Niger Delta Forest Army (NDFA),2017,1,0.2978625736751288,0.2978625736751288,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Niger Delta Greenland Justice Mandate (NDGJM),2016,11,8.587173576803352,0.7806521433457593,10,11,11,0.0,11,0.0,0.9090909090909091,1.0,1.0,0.0008095974092882902
归属记录,Niger Delta Justice Defense Group (NDJDG),2016,1,0.778758963494818,0.778758963494818,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Niger Delta extremists,2016,1,0.1446696236471542,0.1446696236471542,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Niger Delta extremists,2017,3,1.881013968216389,0.6270046560721297,1,3,3,5.0,2,0.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Nihilistic Patrol and Neighborhood Arsonists,2015,1,0.663974440981415,0.663974440981415,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Nikhil Bharat Bangali Udbastu Samannay Samiti (NBBUSS),2017,1,0.6782660227683281,0.6782660227683281,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,No Borders Group,2016,1,0.663974440981415,0.663974440981415,0,1,1,0.0,0,,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Nordic Resistance Movement,2016,1,0.7197408550483965,0.7197408550483965,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Nordic Resistance Movement,2017,2,0.4400262415352564,0.2200131207676282,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Nuer White Army,2016,1,0.4236766251355771,0.4236766251355771,0,1,1,5.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Nuer White Army,2017,1,0.7237023723051572,0.7237023723051572,1,1,1,19.0,1,20.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Nur-al-Din al-Zinki Movement,2016,7,4.9169039122098726,0.7024148446014103,5,7,7,66.0,6,136.0,0.7142857142857143,1.0,1.0,0.0005151983513652757
归属记录,Nyatura Militia,2015,3,0.9447970243768741,0.31493234145895804,0,3,1,5.0,2,1.0,0.0,1.0,0.3333333333333333,0.00020046775810223855
归属记录,Nyatura Militia,2016,11,4.2905941817010085,0.3900540165182735,3,11,10,12.0,10,7.0,0.2727272727272727,1.0,0.9090909090909091,0.0008095974092882902
归属记录,Nyatura Militia,2017,11,4.922181489601192,0.4474710445091992,3,11,9,15.0,10,13.0,0.2727272727272727,1.0,0.8181818181818182,0.0010091743119266055
归属记录,Odessa Underground,2015,2,1.4665918701899308,0.7332959350949654,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Oglaigh na hEireann,2015,7,2.2856732268799926,0.3265247466971418,2,7,7,0.0,7,1.0,0.2857142857142857,1.0,1.0,0.0004677581022385566
归属记录,Oglaigh na hEireann,2016,2,0.3477415596773811,0.17387077983869054,0,2,2,0.0,2,2.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Oglaigh na hEireann,2017,4,0.8311938771082553,0.20779846927706383,0,4,4,0.0,4,3.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Okba Ibn Nafaa Brigade,2015,6,2.6949427974220734,0.4491571329036789,1,6,6,16.0,6,13.0,0.16666666666666666,1.0,1.0,0.0004009355162044771
归属记录,Okba Ibn Nafaa Brigade,2016,3,1.8698744425257445,0.6232914808419149,2,3,3,6.0,3,8.0,0.6666666666666666,1.0,1.0,0.00022079929344226098
归属记录,Omar Mukhtar Militia,2016,1,0.1964976280671793,0.1964976280671793,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Opponents of disabled people,2016,1,0.7573420479339339,0.7573420479339339,1,1,1,19.0,1,26.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Organization for Revolutionary Self Defense,2016,2,1.3877905031485591,0.6938952515742796,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Organization for Revolutionary Self Defense,2017,2,0.8271317077400046,0.4135658538700023,0,2,2,0.0,2,1.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Pagan Sect of the Mountain,2015,9,4.349661823758146,0.4832957581953496,4,9,9,0.0,9,0.0,0.4444444444444444,1.0,1.0,0.0006014032743067157
归属记录,Pakistani People's Party (PPP),2015,1,0.3669522456250269,0.3669522456250269,0,1,1,1.0,1,2.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Pakistani People's Party (PPP),2017,1,0.3859314732687857,0.3859314732687857,0,1,1,0.0,1,3.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Palestinian Extremists,2015,185,55.47813733224614,0.2998818234175467,11,184,185,108.0,185,252.0,0.05945945945945946,0.9945945945945946,1.0,0.012362178416304711
归属记录,Palestinian Extremists,2016,133,38.93040504806271,0.29270981239144894,15,133,133,79.0,133,115.0,0.11278195488721804,1.0,1.0,0.009788768675940238
归属记录,Palestinian Extremists,2017,52,14.486354942210728,0.2785837488886678,3,52,52,29.0,52,50.0,0.057692307692307696,1.0,1.0,0.0047706422018348625
归属记录,Palestinian Islamic Jihad (PIJ),2015,3,0.979039484049868,0.3263464946832893,0,3,3,5.0,3,3.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Palestinian Islamic Jihad (PIJ),2017,1,0.2323120159963993,0.2323120159963993,0,1,1,2.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Paraguayan People's Army (EPP),2015,18,8.138874490695994,0.4521596939275552,3,17,18,14.0,18,0.0,0.16666666666666666,0.9444444444444444,1.0,0.0012028065486134314
